NPRODUCTO,CONCURSO,ID,R1,R2,R3,R4,R5,FECHA,PRIMOS,REPETIDOS
60,15602,49019,4,9,0,1,8,2013-02-19,0,0
60,15601,20392,2,0,3,9,1,2013-02-19,2,1
60,15600,17612,1,7,6,1,1,2013-02-19,1,0
60,15599,95086,9,5,0,8,5,2013-02-18,2,1
60,15598,62058,6,2,0,5,7,2013-02-18,3,0
60,15597,95900,9,5,8,9,9,2013-02-18,1,0
60,15596,53225,5,3,2,2,4,2013-02-17,4,0
60,15595,75757,7,5,7,5,6,2013-02-17,4,0
60,15594,99531,9,9,5,3,0,2013-02-17,2,0
60,15593,22075,2,2,0,7,4,2013-02-16,3,1
60,15592,38031,3,8,0,3,0,2013-02-16,2,0
60,15591,53577,5,3,5,7,6,2013-02-16,4,0
60,15590,39985,3,9,9,8,4,2013-02-15,1,0
60,15589,88174,8,8,1,7,3,2013-02-15,2,1
60,15588,76614,7,6,6,1,3,2013-02-15,2,1
60,15587,26077,2,6,0,7,6,2013-02-14,2,1
60,15586,28142,2,8,1,4,1,2013-02-14,1,0
60,15585,17733,1,7,7,3,2,2013-02-14,4,0
60,15584,60046,6,0,0,4,5,2013-02-13,1,1
60,15583,20263,2,0,2,6,2,2013-02-13,3,0
60,15582,71427,7,1,4,2,6,2013-02-13,2,0
60,15581,10918,1,0,9,1,7,2013-02-12,1,2
60,15580,70138,7,0,1,3,7,2013-02-12,3,0
60,15579,12076,1,2,0,7,5,2013-02-12,3,0
60,15578,8544,0,8,5,4,3,2013-02-11,2,0
60,15577,73659,7,3,6,5,8,2013-02-11,3,0
60,15576,65285,6,5,2,8,4,2013-02-11,2,0
60,15575,7609,0,7,6,0,8,2013-02-10,1,1
60,15574,47171,4,7,1,7,0,2013-02-10,2,0
60,15573,94723,9,4,7,2,2,2013-02-10,3,0
60,15572,86859,8,6,8,5,8,2013-02-09,1,0
60,15571,28371,2,8,3,7,0,2013-02-09,3,0
60,15570,94802,9,4,8,0,1,2013-02-09,0,0
60,15569,38184,3,8,1,8,3,2013-02-08,2,1
60,15568,91200,9,1,1,9,9,2013-02-08,0,1
60,15567,46550,4,6,5,4,9,2013-02-08,1,0
60,15566,9464,0,9,4,6,3,2013-02-07,1,0
60,15565,97138,9,7,1,3,7,2013-02-07,3,0
60,15564,38653,3,8,6,5,2,2013-02-07,3,0
60,15563,2437,0,2,4,3,6,2013-02-06,2,1
60,15562,78476,7,8,4,7,5,2013-02-06,3,0
60,15561,41598,4,1,5,9,7,2013-02-06,2,0
60,15560,53703,5,3,7,0,2,2013-02-05,4,1
60,15559,66408,6,6,4,0,7,2013-02-05,1,1
60,15558,82048,8,2,0,4,7,2013-02-05,2,1
60,15557,44142,4,4,1,4,1,2013-02-04,0,0
60,15556,81084,8,1,0,8,3,2013-02-04,1,0
60,15555,18807,1,8,8,0,6,2013-02-04,0,0
60,15554,84654,8,4,6,5,3,2013-02-03,2,0
60,15553,51820,5,1,8,1,9,2013-02-03,1,1
60,15552,57673,5,7,6,7,2,2013-02-03,4,1
60,15551,27820,2,7,8,1,9,2013-02-02,2,1
60,15550,78843,7,8,8,4,2,2013-02-02,2,1
60,15549,5542,0,5,5,4,1,2013-02-02,2,0
60,15548,90158,9,0,1,5,7,2013-02-01,2,1
60,15547,63648,6,3,6,4,7,2013-02-01,2,1
60,15546,83284,8,3,2,8,3,2013-02-01,3,1
60,15545,13455,1,3,4,5,4,2013-01-31,2,1
60,15544,22489,2,2,4,8,8,2013-01-31,2,0
60,15543,18048,1,8,0,4,7,2013-01-31,1,1
60,15542,36011,3,6,0,1,0,2013-01-30,1,0
60,15541,79765,7,9,7,6,4,2013-01-30,2,1
60,15540,78296,7,8,2,9,5,2013-01-30,3,1
60,15539,74323,7,4,3,2,2,2013-01-29,4,1
60,15538,75561,7,5,5,6,0,2013-01-29,3,0
60,15537,10095,1,0,0,9,4,2013-01-29,0,0
60,15536,83756,8,3,7,5,5,2013-01-28,4,1
60,15535,86850,8,6,8,4,9,2013-01-28,0,1
60,15534,90836,9,0,8,3,5,2013-01-28,2,0
60,15533,29222,2,9,2,2,1,2013-01-27,3,1
60,15532,20511,2,0,5,1,0,2013-01-27,2,0
60,15531,79260,7,9,2,5,9,2013-01-27,3,0
60,15530,41034,4,1,0,3,3,2013-01-26,2,2
60,15529,31644,3,1,6,4,3,2013-01-26,2,0
60,15528,92159,9,2,1,5,8,2013-01-26,2,1
60,15527,13954,1,3,9,5,3,2013-01-25,3,1
60,15526,14539,1,4,5,3,8,2013-01-25,2,0
60,15525,5323,0,5,3,2,2,2013-01-25,4,1
60,15524,7409,0,7,4,0,8,2013-01-24,1,0
60,15523,20078,2,0,0,7,7,2013-01-24,3,1
60,15522,22933,2,2,9,3,2,2013-01-24,4,0
60,15521,66464,6,6,4,6,3,2013-01-23,1,0
60,15520,3638,0,3,6,3,7,2013-01-23,3,0
60,15519,60281,6,0,2,8,0,2013-01-23,1,0
60,15518,12612,1,2,6,1,1,2013-01-22,1,1
60,15517,38852,3,8,8,5,1,2013-01-22,2,0
60,15516,55138,5,5,1,3,7,2013-01-22,4,0
60,15515,12622,1,2,6,2,1,2013-01-21,2,0
60,15514,79413,7,9,4,1,2,2013-01-21,2,1
60,15513,64434,6,4,4,3,3,2013-01-21,2,0
60,15512,59319,5,9,3,1,8,2013-01-20,2,0
60,15511,82982,8,2,9,8,1,2013-01-20,1,0
60,15510,68839,6,8,8,3,8,2013-01-20,1,1
60,15509,61187,6,1,1,8,6,2013-01-19,0,0
60,15508,16779,1,6,7,7,8,2013-01-19,2,1
60,15507,83869,8,3,8,6,8,2013-01-19,1,0
60,15506,51240,5,1,2,3,9,2013-01-18,3,0
60,15505,20399,2,0,3,9,8,2013-01-18,2,0
60,15504,44075,4,4,0,7,4,2013-01-18,1,1
60,15503,78725,7,8,7,2,4,2013-01-17,3,0
60,15502,22544,2,2,5,4,3,2013-01-17,4,1
60,15501,6532,0,6,5,3,1,2013-01-17,2,0
60,15500,80724,8,0,7,2,3,2013-01-16,3,1
60,15499,70601,7,0,6,0,0,2013-01-16,1,0
60,15498,49713,4,9,7,1,2,2013-01-16,2,0
60,15497,33975,3,3,9,7,4,2013-01-15,3,0
60,15496,44292,4,4,2,9,1,2013-01-15,1,1
60,15495,39699,3,9,6,9,8,2013-01-15,1,0
60,15494,24438,2,4,4,3,7,2013-01-14,3,0
60,15493,37184,3,7,1,8,3,2013-01-14,3,1
60,15492,57068,5,7,0,6,7,2013-01-14,3,1
60,15491,70767,7,0,7,6,6,2013-01-13,2,0
60,15490,66413,6,6,4,1,2,2013-01-13,1,1
60,15489,51454,5,1,4,5,3,2013-01-13,3,1
60,15488,57289,5,7,2,8,8,2013-01-12,3,0
60,15487,48317,4,8,3,1,6,2013-01-12,1,1
60,15486,6467,0,6,4,6,6,2013-01-12,0,2
60,15485,3366,0,3,3,6,5,2013-01-11,3,0
60,15484,44482,4,4,4,8,1,2013-01-11,0,1
60,15483,4658,0,4,6,5,7,2013-01-11,2,0
60,15482,92586,9,2,5,8,5,2013-01-10,3,1
60,15481,12119,1,2,1,1,8,2013-01-10,1,1
60,15480,14062,1,4,0,6,1,2013-01-10,0,1
60,15479,12240,1,2,2,3,9,2013-01-09,3,1
60,15478,71332,7,1,3,3,1,2013-01-09,3,0
60,15477,58505,5,8,5,0,4,2013-01-09,2,1
60,15476,53127,5,3,1,2,6,2013-01-08,3,2
60,15475,53785,5,3,7,8,4,2013-01-08,3,1
60,15474,85645,8,5,6,4,4,2013-01-08,1,0
60,15473,71504,7,1,5,0,3,2013-01-07,3,1
60,15472,81848,8,1,8,4,7,2013-01-07,1,0
60,15471,67591,6,7,5,9,0,2013-01-07,2,1
60,15470,18576,1,8,5,7,5,2013-01-06,3,1
60,15469,513,0,0,5,1,2,2013-01-06,2,1
60,15468,85586,8,5,5,8,5,2013-01-06,3,0
60,15467,34698,3,4,6,9,7,2013-01-05,2,0
60,15466,73371,7,3,3,7,0,2013-01-05,4,0
60,15465,24227,2,4,2,2,6,2013-01-05,3,0
60,15464,38563,3,8,5,6,2,2013-01-04,3,0
60,15463,19037,1,9,0,3,6,2013-01-04,1,0
60,15462,41494,4,1,4,9,3,2013-01-04,1,0
60,15461,3145,0,3,1,4,4,2013-01-03,1,0
60,15460,30812,3,0,8,1,1,2013-01-03,1,0
60,15459,53187,5,3,1,8,6,2013-01-03,2,0
60,15458,85355,8,5,3,5,4,2013-01-02,3,0
60,15457,33101,3,3,1,0,0,2013-01-02,2,1
60,15456,28204,2,8,2,0,3,2013-01-02,3,0
60,15455,59741,5,9,7,4,0,2013-01-01,2,0
60,15454,36975,3,6,9,7,4,2013-01-01,2,1
60,15453,57095,5,7,0,9,4,2013-01-01,2,1
60,15452,51558,5,1,5,5,7,2012-12-31,4,0
60,15451,97469,9,7,4,6,8,2012-12-31,1,1
60,15450,27035,2,7,0,3,4,2012-12-31,3,0
60,15449,8944,0,8,9,4,3,2012-12-30,1,0
60,15448,32018,3,2,0,1,7,2012-12-30,3,1
60,15447,86916,8,6,9,1,5,2012-12-30,1,0
60,15446,20344,2,0,3,4,3,2012-12-29,3,1
60,15445,36614,3,6,6,1,3,2012-12-29,2,0
60,15444,84761,8,4,7,6,0,2012-12-29,1,1
60,15443,82360,8,2,3,5,9,2012-12-28,3,0
60,15442,26635,2,6,6,3,4,2012-12-28,2,1
60,15441,55533,5,5,5,3,2,2012-12-28,5,1
60,15440,1340,0,1,3,3,9,2012-12-27,2,0
60,15439,24068,2,4,0,6,7,2012-12-27,2,1
60,15438,34220,3,4,2,1,9,2012-12-27,2,0
60,15437,21685,2,1,6,8,4,2012-12-26,1,1
60,15436,31003,3,1,0,0,2,2012-12-26,2,0
60,15435,9279,0,9,2,7,8,2012-12-26,2,0
60,15434,28141,2,8,1,4,0,2012-12-25,1,0
60,15433,43290,4,3,2,8,9,2012-12-25,2,0
60,15432,92941,9,2,9,4,0,2012-12-25,1,0
60,15431,59317,5,9,3,1,6,2012-12-24,2,0
60,15430,91193,9,1,1,9,2,2012-12-24,1,1
60,15429,1654,0,1,6,5,3,2012-12-24,2,0
60,15428,17247,1,7,2,4,6,2012-12-23,2,0
60,15427,81890,8,1,8,8,9,2012-12-23,0,0
60,15426,19636,1,9,6,3,5,2012-12-23,2,1
60,15425,52026,5,2,0,2,5,2012-12-22,4,1
60,15424,79068,7,9,0,6,7,2012-12-22,2,1
60,15423,59457,5,9,4,5,6,2012-12-22,2,0
60,15422,84314,8,4,3,1,3,2012-12-21,2,0
60,15421,1229,0,1,2,2,8,2012-12-21,2,0
60,15420,78962,7,8,9,6,1,2012-12-21,1,0
60,15419,92525,9,2,5,2,4,2012-12-20,3,0
60,15418,33150,3,3,1,4,9,2012-12-20,2,0
60,15417,66892,6,6,8,9,1,2012-12-20,0,1
60,15416,3312,0,3,3,1,1,2012-12-19,2,0
60,15415,97025,9,7,0,2,4,2012-12-19,2,0
60,15414,82102,8,2,1,0,1,2012-12-19,1,0
60,15413,36485,3,6,4,8,4,2012-12-18,1,0
60,15412,99529,9,9,5,2,8,2012-12-18,2,1
60,15411,32825,3,2,8,2,4,2012-12-18,3,0
60,15410,41790,4,1,7,8,9,2012-12-17,1,0
60,15409,34355,3,4,3,5,4,2012-12-17,3,0
60,15408,93239,9,3,2,3,8,2012-12-17,3,0
60,15407,21728,2,1,7,2,7,2012-12-16,4,0
60,15406,33953,3,3,9,5,2,2012-12-16,4,0
60,15405,11342,1,1,3,4,1,2012-12-16,1,0
60,15404,85154,8,5,1,5,3,2012-12-15,3,1
60,15403,52944,5,2,9,4,3,2012-12-15,3,0
60,15402,74312,7,4,3,1,1,2012-12-15,2,0
60,15401,37109,3,7,1,0,8,2012-12-14,2,0
60,15400,90775,9,0,7,7,4,2012-12-14,2,1
60,15399,61799,6,1,7,9,8,2012-12-14,1,2
60,15398,60730,6,0,7,2,9,2012-12-13,2,3
60,15397,62728,6,2,7,2,7,2012-12-13,4,0
60,15396,81310,8,1,3,0,9,2012-12-13,1,0
60,15395,73971,7,3,9,7,0,2012-12-12,3,0
60,15394,41399,4,1,3,9,8,2012-12-12,1,1
60,15393,1810,0,1,8,0,9,2012-12-12,0,0
60,15392,46225,4,6,2,2,4,2012-12-11,2,0
60,15391,18508,1,8,5,0,7,2012-12-11,2,1
60,15390,7307,0,7,3,0,6,2012-12-11,2,0
60,15389,78683,7,8,6,8,2,2012-12-10,2,1
60,15388,52884,5,2,8,8,3,2012-12-10,3,1
60,15387,86852,8,6,8,5,1,2012-12-10,1,0
60,15386,48113,4,8,1,1,2,2012-12-09,1,1
60,15385,20200,2,0,1,9,9,2012-12-09,1,0
60,15384,93011,9,3,0,1,0,2012-12-09,1,1
60,15383,83160,8,3,1,5,9,2012-12-08,2,2
60,15382,74200,7,4,1,9,9,2012-12-08,1,1
60,15381,73685,7,3,6,8,4,2012-12-08,2,1
60,15380,17388,1,7,3,8,7,2012-12-07,3,1
60,15379,35367,3,5,3,6,6,2012-12-07,3,0
60,15378,10931,1,0,9,3,0,2012-12-07,1,1
60,15377,47338,4,7,3,3,7,2012-12-06,4,1
60,15376,45781,4,5,7,8,0,2012-12-06,2,2
60,15375,42631,4,2,6,3,0,2012-12-06,2,0
60,15374,79346,7,9,3,4,5,2012-12-05,3,0
60,15373,3174,0,3,1,7,3,2012-12-05,3,1
60,15372,16679,1,6,6,7,8,2012-12-05,1,0
60,15371,45397,4,5,3,9,6,2012-12-04,2,1
60,15370,61896,6,1,8,9,5,2012-12-04,1,0
60,15369,72215,7,2,2,1,4,2012-12-04,3,0
60,15368,48650,4,8,6,4,9,2012-12-03,0,1
60,15367,24800,2,4,7,9,9,2012-12-03,2,1
60,15366,84136,8,4,1,3,5,2012-12-03,2,2
60,15365,93106,9,3,1,0,5,2012-12-02,2,1
60,15364,98515,9,8,5,1,4,2012-12-02,1,0
60,15363,87422,8,7,4,2,1,2012-12-02,2,0
60,15362,92111,9,2,1,1,0,2012-12-01,1,2
60,15361,2017,0,2,0,1,6,2012-12-01,1,0
60,15360,88821,8,8,8,2,0,2012-12-01,1,1
60,15359,37887,3,7,8,8,6,2012-11-30,2,0
60,15358,23098,2,3,0,9,7,2012-11-30,3,0
60,15357,49934,4,9,9,3,3,2012-11-30,2,0
60,15356,85295,8,5,2,9,4,2012-11-29,2,0
60,15355,14977,1,4,9,7,6,2012-11-29,1,2
60,15354,14601,1,4,6,0,0,2012-11-29,0,0
60,15353,75167,7,5,1,6,6,2012-11-28,2,0
60,15352,87933,8,7,9,3,2,2012-11-28,3,0
60,15351,71612,7,1,6,1,1,2012-11-28,1,1
60,15350,63653,6,3,6,5,2,2012-11-27,3,0
60,15349,84561,8,4,5,6,0,2012-11-27,1,0
60,15348,15683,1,5,6,8,2,2012-11-27,2,0
60,15347,60092,6,0,0,9,1,2012-11-26,0,0
60,15346,31953,3,1,9,5,2,2012-11-26,3,0
60,15345,94431,9,4,4,3,0,2012-11-26,1,1
60,15344,79429,7,9,4,2,8,2012-11-25,2,0
60,15343,21677,2,1,6,7,6,2012-11-25,2,0
60,15342,70011,7,0,0,1,0,2012-11-25,1,0
60,15341,42500,4,2,4,9,9,2012-11-24,1,0
60,15340,19555,1,9,5,5,4,2012-11-24,2,0
60,15339,32008,3,2,0,0,7,2012-11-24,3,0
60,15338,43332,4,3,3,3,1,2012-11-23,3,0
60,15337,60928,6,0,9,2,7,2012-11-23,2,2
60,15336,61721,6,1,7,2,0,2012-11-23,2,0
60,15335,92375,9,2,3,7,4,2012-11-22,3,0
60,15334,76192,7,6,1,9,1,2012-11-22,1,0
60,15333,31543,3,1,5,4,2,2012-11-22,3,2
60,15332,31986,3,1,9,8,5,2012-11-21,2,0
60,15331,16744,1,6,7,4,3,2012-11-21,2,0
60,15330,27563,2,7,5,6,2,2012-11-21,4,1
60,15329,46862,4,6,8,6,1,2012-11-20,0,1
60,15328,47213,4,7,2,1,2,2012-11-20,3,1
60,15327,97559,9,7,5,5,8,2012-11-20,3,1
60,15326,84056,8,4,0,5,5,2012-11-19,2,0
60,15325,67534,6,7,5,3,3,2012-11-19,4,0
60,15324,49181,4,9,1,8,0,2012-11-19,0,0
60,15323,80443,8,0,4,4,2,2012-11-18,1,0
60,15322,94564,9,4,5,6,3,2012-11-18,2,0
60,15321,82018,8,2,0,1,7,2012-11-18,2,1
60,15320,81779,8,1,7,7,8,2012-11-17,2,2
60,15319,71609,7,1,6,0,8,2012-11-17,1,0
60,15318,5535,0,5,5,3,4,2012-11-17,3,0
60,15317,96178,9,6,1,7,7,2012-11-16,2,1
60,15316,76837,7,6,8,3,6,2012-11-16,2,0
60,15315,35261,3,5,2,6,0,2012-11-16,3,2
60,15314,39571,3,9,5,7,0,2012-11-15,3,1
60,15313,69225,6,9,2,2,4,2012-11-15,2,0
60,15312,48369,4,8,3,6,8,2012-11-15,1,0
60,15311,71694,7,1,6,9,3,2012-11-14,2,1
60,15310,68134,6,8,1,3,3,2012-11-14,2,1
60,15309,77654,7,7,6,5,3,2012-11-14,4,0
60,15308,41761,4,1,7,6,0,2012-11-13,1,1
60,15307,95311,9,5,3,1,0,2012-11-13,2,1
60,15306,94976,9,4,9,7,5,2012-11-13,2,0
60,15305,61142,6,1,1,4,1,2012-11-12,0,0
60,15304,75683,7,5,6,8,2,2012-11-12,3,1
60,15303,55542,5,5,5,4,1,2012-11-12,3,1
60,15302,52290,5,2,2,8,9,2012-11-11,3,1
60,15301,57639,5,7,6,3,8,2012-11-11,3,1
60,15300,75779,7,5,7,7,8,2012-11-11,4,0
60,15299,3846,0,3,8,4,5,2012-11-10,2,0
60,15298,68799,6,8,7,9,8,2012-11-10,1,0
60,15297,271,0,0,2,7,0,2012-11-10,2,0
60,15296,51649,5,1,6,4,8,2012-11-09,1,0
60,15295,70853,7,0,8,5,2,2012-11-09,3,0
60,15294,35704,3,5,7,0,3,2012-11-09,4,0
60,15293,53325,5,3,3,2,4,2012-11-08,4,1
60,15292,83968,8,3,9,6,7,2012-11-08,2,0
60,15291,15605,1,5,6,0,4,2012-11-08,1,1
60,15290,5396,0,5,3,9,5,2012-11-07,3,1
60,15289,54595,5,4,5,9,4,2012-11-07,2,0
60,15288,6622,0,6,6,2,1,2012-11-07,1,0
60,15287,35006,3,5,0,0,5,2012-11-06,3,2
60,15286,39208,3,9,2,0,7,2012-11-06,3,1
60,15285,10220,1,0,2,1,9,2012-11-06,1,1
60,15284,34223,3,4,2,2,2,2012-11-05,4,1
60,15283,86329,8,6,3,2,8,2012-11-05,2,1
60,15282,40313,4,0,3,1,2,2012-11-05,2,0
60,15281,14980,1,4,9,7,9,2012-11-04,1,1
60,15280,4236,0,4,2,3,5,2012-11-04,3,0
60,15279,17904,1,7,9,0,3,2012-11-04,2,0
60,15278,45850,4,5,8,4,9,2012-11-03,1,0
60,15277,57371,5,7,3,7,0,2012-11-03,4,0
60,15276,73033,7,3,0,3,2,2012-11-03,4,1
60,15275,93819,9,3,8,1,8,2012-11-02,1,0
60,15274,20024,2,0,0,2,3,2012-11-02,3,1
60,15273,92564,9,2,5,6,3,2012-11-02,3,0
60,15272,88047,8,8,0,4,6,2012-11-01,0,0
60,15271,62328,6,2,3,2,7,2012-11-01,4,1
60,15270,81238,8,1,2,3,7,2012-11-01,3,0
60,15269,3010,0,3,0,0,9,2012-10-31,1,2
60,15268,3464,0,3,4,6,3,2012-10-31,2,1
60,15267,80456,8,0,4,5,5,2012-10-31,2,1
60,15266,55316,5,5,3,1,5,2012-10-30,4,0
60,15265,8571,0,8,5,7,0,2012-10-30,2,0
60,15264,12857,1,2,8,5,6,2012-10-30,2,0
60,15263,60171,6,0,1,7,0,2012-10-29,1,0
60,15262,49802,4,9,8,0,1,2012-10-29,0,0
60,15261,85511,8,5,5,1,0,2012-10-29,2,1
60,15260,34536,3,4,5,3,5,2012-10-28,4,1
60,15259,40446,4,0,4,4,5,2012-10-28,1,0
60,15258,79839,7,9,8,3,8,2012-10-28,2,1
60,15257,65334,6,5,3,3,3,2012-10-27,4,1
60,15256,63793,6,3,7,9,2,2012-10-27,3,0
60,15255,48029,4,8,0,2,8,2012-10-27,1,1
60,15254,25630,2,5,6,2,9,2012-10-26,3,1
60,15253,99923,9,9,9,2,2,2012-10-26,2,0
60,15252,32898,3,2,8,9,7,2012-10-26,3,0
60,15251,78649,7,8,6,4,8,2012-10-25,1,0
60,15250,57567,5,7,5,6,6,2012-10-25,3,1
60,15249,82747,8,2,7,4,6,2012-10-25,2,0
60,15248,45430,4,5,4,2,9,2012-10-24,2,0
60,15247,7033,0,7,0,3,2,2012-10-24,3,0
60,15246,58499,5,8,4,9,8,2012-10-24,1,1
60,15245,66689,6,6,6,8,8,2012-10-23,0,0
60,15244,35095,3,5,0,9,4,2012-10-23,2,2
60,15243,34050,3,4,0,4,9,2012-10-23,1,1
60,15242,39428,3,9,4,2,7,2012-10-22,3,0
60,15241,55712,5,5,7,1,1,2012-10-22,3,0
60,15240,69836,6,9,8,3,5,2012-10-22,2,1
60,15239,10776,1,0,7,7,5,2012-10-21,3,2
60,15238,29176,2,9,1,7,5,2012-10-21,3,1
60,15237,99923,9,9,9,2,2,2012-10-21,2,0
60,15236,62066,6,2,0,6,5,2012-10-20,2,0
60,15235,18285,1,8,2,8,4,2012-10-20,1,0
60,15234,3637,0,3,6,3,6,2012-10-20,2,0
60,15233,99073,9,9,0,7,2,2012-10-19,2,1
60,15232,81084,8,1,0,8,3,2012-10-19,1,0
60,15231,60540,6,0,5,3,9,2012-10-19,2,0
60,15230,59875,5,9,8,7,4,2012-10-18,2,0
60,15229,80942,8,0,9,4,1,2012-10-18,0,0
60,15228,5200,0,5,1,9,9,2012-10-18,1,0
60,15227,54926,5,4,9,2,5,2012-10-17,3,0
60,15226,73892,7,3,8,9,1,2012-10-17,2,0
60,15225,18368,1,8,3,6,7,2012-10-17,2,1
60,15224,83448,8,3,4,4,7,2012-10-16,2,0
60,15223,28564,2,8,5,6,3,2012-10-16,3,0
60,15222,84323,8,4,3,2,2,2012-10-16,3,0
60,15221,91901,9,1,9,0,0,2012-10-15,0,1
60,15220,73631,7,3,6,3,0,2012-10-15,3,0
60,15219,10310,1,0,3,0,9,2012-10-15,1,0
60,15218,32412,3,2,4,1,1,2012-10-14,2,1
60,15217,89478,8,9,4,7,7,2012-10-14,2,0
60,15216,61095,6,1,0,9,4,2012-10-14,0,0
60,15215,77336,7,7,3,3,5,2012-10-13,5,0
60,15214,98955,9,8,9,5,4,2012-10-13,1,1
60,15213,91221,9,1,2,2,0,2012-10-13,2,0
60,15212,54962,5,4,9,6,1,2012-10-12,1,0
60,15211,26204,2,6,2,0,3,2012-10-12,3,1
60,15210,55703,5,5,7,0,2,2012-10-12,4,2
60,15209,56778,5,6,7,7,7,2012-10-11,4,0
60,15208,82144,8,2,1,4,3,2012-10-11,2,1
60,15207,56949,5,6,9,4,8,2012-10-11,1,0
60,15206,4424,0,4,4,2,3,2012-10-10,2,1
60,15205,19284,1,9,2,8,3,2012-10-10,2,1
60,15204,89829,8,9,8,2,8,2012-10-10,1,1
60,15203,87151,8,7,1,5,0,2012-10-09,2,0
60,15202,56733,5,6,7,3,2,2012-10-09,4,0
60,15201,69230,6,9,2,2,9,2012-10-09,2,0
60,15200,24772,2,4,7,7,1,2012-10-08,3,0
60,15199,7190,0,7,1,8,9,2012-10-08,1,0
60,15198,43423,4,3,4,2,2,2012-10-08,3,0
60,15197,20805,2,0,8,0,4,2012-10-07,1,1
60,15196,3862,0,3,8,6,1,2012-10-07,1,1
60,15195,43194,4,3,1,9,3,2012-10-07,2,0
60,15194,36970,3,6,9,6,9,2012-10-06,1,0
60,15193,29028,2,9,0,2,7,2012-10-06,3,0
60,15192,80449,8,0,4,4,8,2012-10-06,0,2
60,15191,20039,2,0,0,3,8,2012-10-05,2,0
60,15190,53370,5,3,3,6,9,2012-10-05,3,0
60,15189,40635,4,0,6,3,4,2012-10-05,1,0
60,15188,94593,9,4,5,9,2,2012-10-04,2,1
60,15187,81173,8,1,1,7,2,2012-10-04,2,1
60,15186,71762,7,1,7,6,1,2012-10-04,2,0
60,15185,68811,6,8,8,1,0,2012-10-03,0,1
60,15184,94301,9,4,3,0,0,2012-10-03,1,0
60,15183,86984,8,6,9,8,3,2012-10-03,1,1
60,15182,67930,6,7,9,2,9,2012-10-02,2,1
60,15181,61317,6,1,3,1,6,2012-10-02,1,1
60,15180,24356,2,4,3,5,5,2012-10-02,4,1
60,15179,14482,1,4,4,8,1,2012-10-01,0,0
60,15178,52609,5,2,6,0,8,2012-10-01,2,0
60,15177,88035,8,8,0,3,4,2012-10-01,1,0
60,15176,36883,3,6,8,8,2,2012-09-30,2,1
60,15175,16046,1,6,0,4,5,2012-09-30,1,0
60,15174,63339,6,3,3,3,8,2012-09-30,3,0
60,15173,98587,9,8,5,8,6,2012-09-29,1,0
60,15172,27346,2,7,3,4,5,2012-09-29,4,0
60,15171,1584,0,1,5,8,3,2012-09-29,2,1
60,15170,75989,7,5,9,8,8,2012-09-28,2,1
60,15169,73543,7,3,5,4,2,2012-09-28,4,0
60,15168,46996,4,6,9,9,5,2012-09-28,1,0
60,15167,38414,3,8,4,1,3,2012-09-27,2,1
60,15166,8552,0,8,5,5,1,2012-09-27,2,1
60,15165,65232,6,5,2,3,1,2012-09-27,3,0
60,15164,74944,7,4,9,4,3,2012-09-26,2,1
60,15163,57754,5,7,7,5,3,2012-09-26,5,0
60,15162,20901,2,0,9,0,0,2012-09-26,1,0
60,15161,78213,7,8,2,1,2,2012-09-25,3,1
60,15160,74724,7,4,7,2,3,2012-09-25,4,0
60,15159,56108,5,6,1,0,7,2012-09-25,2,1
60,15158,51493,5,1,4,9,2,2012-09-24,2,1
60,15157,20438,2,0,4,3,7,2012-09-24,3,0
60,15156,3726,0,3,7,2,5,2012-09-24,4,0
60,15155,19580,1,9,5,7,9,2012-09-23,2,2
60,15154,14973,1,4,9,7,2,2012-09-23,2,0
60,15153,45009,4,5,0,0,8,2012-09-23,1,1
60,15152,47398,4,7,3,9,7,2012-09-22,3,0
60,15151,84975,8,4,9,7,4,2012-09-22,1,0
60,15150,6701,0,6,7,0,0,2012-09-22,1,0
60,15149,15344,1,5,3,4,3,2012-09-21,3,2
60,15148,10064,1,0,0,6,3,2012-09-21,1,1
60,15147,20391,2,0,3,9,0,2012-09-21,2,2
60,15146,10346,1,0,3,4,5,2012-09-20,2,0
60,15145,92658,9,2,6,5,7,2012-09-20,3,0
60,15144,51824,5,1,8,2,3,2012-09-20,3,0
60,15143,82096,8,2,0,9,5,2012-09-19,2,0
60,15142,1181,0,1,1,8,0,2012-09-19,0,0
60,15141,97969,9,7,9,6,8,2012-09-19,1,1
60,15140,93581,9,3,5,8,0,2012-09-18,2,2
60,15139,99559,9,9,5,5,8,2012-09-18,2,1
60,15138,65573,6,5,5,7,2,2012-09-18,4,0
60,15137,90441,9,0,4,4,0,2012-09-17,0,1
60,15136,66045,6,6,0,4,4,2012-09-17,0,1
60,15135,8942,0,8,9,4,1,2012-09-17,0,2
60,15134,48822,4,8,8,2,1,2012-09-16,1,0
60,15133,57640,5,7,6,3,9,2012-09-16,3,1
60,15132,53264,5,3,2,6,3,2012-09-16,4,1
60,15131,79229,7,9,2,2,8,2012-09-15,3,0
60,15130,85106,8,5,1,0,5,2012-09-15,2,1
60,15129,79504,7,9,5,0,3,2012-09-15,3,0
60,15128,35239,3,5,2,3,8,2012-09-14,4,0
60,15127,50768,5,0,7,6,7,2012-09-14,3,0
60,15126,79135,7,9,1,3,4,2012-09-14,2,1
60,15125,63160,6,3,1,5,9,2012-09-13,2,0
60,15124,78834,7,8,8,3,3,2012-09-13,3,0
60,15123,89047,8,9,0,4,6,2012-09-13,0,0
