CONCURSO,R1,R2,R3,R4,R5,FECHA
32898,0,2,0,2,2,2020-11-17
32897,0,4,2,8,1,2020-11-17
32896,4,3,0,2,4,2020-11-17
32895,7,3,3,7,0,2020-11-17
32894,6,8,3,2,1,2020-11-18
32893,5,5,9,8,7,2020-11-18
32892,8,9,0,3,6,2020-11-18
32891,5,3,7,3,6,2020-11-18
32890,2,8,2,8,1,2020-11-18
32889,3,3,3,6,8,2020-11-19
32888,5,9,9,0,0,2020-11-19
32887,7,3,8,7,5,2020-11-19
32886,3,8,9,3,9,2020-11-19
32885,7,8,1,3,1,2020-11-19
32884,7,3,8,8,1,2020-11-20
32883,3,6,3,8,2,2020-11-20
32882,4,5,7,8,5,2020-11-20
32881,9,8,1,5,5,2020-11-20
32880,9,2,7,8,1,2020-11-20
32879,5,8,8,0,3,2020-11-21
32878,4,7,5,4,0,2020-11-21
32877,5,7,0,5,4,2020-11-21
32876,9,1,9,0,7,2020-11-21
32875,0,7,8,9,1,2020-11-21
32874,6,2,7,2,1,2020-11-22
32873,2,0,3,3,0,2020-11-22
32872,3,3,3,2,8,2020-11-22
32871,7,5,1,4,0,2020-11-22
32870,3,4,8,5,4,2020-11-22
32869,3,9,1,3,9,2020-11-23
32868,7,3,6,1,4,2020-11-23
32867,5,2,9,7,3,2020-11-23
32866,1,1,7,3,5,2020-11-23
32865,4,6,4,9,7,2020-11-23
32864,4,1,9,5,7,2020-11-24
32863,8,6,6,5,6,2020-11-24
32862,4,7,9,6,4,2020-11-24
32861,3,6,8,1,4,2020-11-24
32860,8,0,8,8,6,2020-11-24
32859,5,5,8,3,9,2020-11-25
32858,4,1,2,2,2,2020-11-25
32857,0,1,0,9,3,2020-11-25
32856,7,7,1,4,6,2020-11-25
32855,8,2,4,3,8,2020-11-25
32854,8,6,4,4,1,2020-11-26
32853,1,7,2,0,8,2020-11-26
32852,2,0,9,9,9,2020-11-26
32851,9,0,5,9,2,2020-11-26
32850,6,1,0,7,6,2020-11-26
32849,3,5,0,6,5,2020-11-27
32848,9,9,8,2,3,2020-11-27
32847,0,5,5,7,3,2020-11-27
32846,4,7,9,2,8,2020-11-27
32845,1,0,7,5,7,2020-11-27
32844,2,1,9,2,6,2020-11-28
32843,9,7,7,4,5,2020-11-28
32842,4,8,3,3,5,2020-11-28
32841,0,2,6,3,4,2020-11-28
32840,9,5,2,3,3,2020-11-28
32839,2,5,3,3,4,2020-11-29
32838,2,4,3,8,7,2020-11-29
32837,7,4,5,0,4,2020-11-29
32836,7,9,0,3,2,2020-11-29
32835,6,5,3,8,7,2020-11-29
32834,3,8,9,8,0,2020-11-30
32833,8,3,4,3,0,2020-11-30
32832,8,0,1,0,3,2020-11-30
32831,3,7,0,7,4,2020-11-30
32830,6,9,8,2,9,2020-11-30
32829,7,9,8,1,5,2020-12-01
32828,7,2,6,5,7,2020-12-01
32827,0,5,7,7,5,2020-12-01
32826,8,1,4,8,0,2020-12-01
32825,5,1,8,2,4,2020-12-01
32824,8,2,1,7,3,2020-12-02
32823,8,3,5,8,8,2020-12-02
32822,3,4,1,8,9,2020-12-02
32821,6,7,1,2,3,2020-12-02
32820,9,0,7,1,9,2020-12-02
32819,3,6,4,0,1,2020-12-03
32818,5,3,2,6,7,2020-12-03
32817,0,7,1,0,0,2020-12-03
32816,0,0,8,5,6,2020-12-03
32815,3,9,1,0,7,2020-12-03
32814,5,5,3,5,7,2020-12-04
32813,7,5,4,4,7,2020-12-04
32812,6,0,3,2,4,2020-12-04
32811,5,4,8,9,7,2020-12-04
32810,8,3,3,6,8,2020-12-04
32809,0,9,5,5,4,2020-12-05
32808,5,6,6,5,9,2020-12-05
32807,0,9,4,8,2,2020-12-05
32806,7,2,3,7,2,2020-12-05
32805,3,9,3,6,3,2020-12-05
32804,8,9,0,5,8,2020-12-06
32803,4,7,8,6,2,2020-12-06
32802,5,3,3,7,2,2020-12-06
32801,8,0,7,9,5,2020-12-06
32800,3,0,4,1,2,2020-12-06
32799,1,5,7,2,9,2020-12-07
32798,5,4,3,0,7,2020-12-07
32797,2,0,4,4,2,2020-12-07
32796,6,7,5,8,1,2020-12-07
32795,6,9,4,7,3,2020-12-07
32794,0,0,3,5,2,2020-12-08
32793,2,4,6,4,2,2020-12-08
32792,2,1,1,3,5,2020-12-08
32791,2,7,2,6,4,2020-12-08
32790,9,2,2,1,3,2020-12-08
32789,7,8,9,0,9,2020-12-09
32788,2,8,3,7,1,2020-12-09
32787,6,7,2,6,9,2020-12-09
32786,7,0,9,3,7,2020-12-09
32785,8,0,9,4,1,2020-12-09
32784,6,1,9,0,6,2020-12-10
32783,7,6,7,7,5,2020-12-10
32782,2,8,8,4,5,2020-12-10
32781,0,8,7,6,0,2020-12-10
32780,9,6,0,0,5,2020-12-10
32779,5,1,0,7,6,2020-12-11
32778,4,0,7,1,2,2020-12-11
32777,4,4,1,2,6,2020-12-11
32776,2,1,9,6,4,2020-12-11
32775,7,1,0,0,3,2020-12-11
32774,3,0,4,7,0,2020-12-12
32773,6,9,2,5,9,2020-12-12
32772,6,9,7,4,1,2020-12-12
32771,0,4,8,6,6,2020-12-12
32770,0,0,5,5,9,2020-12-12
32769,5,5,2,3,6,2020-12-13
32768,6,2,5,8,3,2020-12-13
32767,8,7,0,5,7,2020-12-13
32766,9,0,2,1,7,2020-12-13
32765,5,1,5,5,8,2020-12-13
32764,9,0,3,5,2,2020-12-14
32763,7,6,9,6,9,2020-12-14
32762,3,4,7,8,8,2020-12-14
32761,4,9,8,8,7,2020-12-14
32760,1,5,6,7,4,2020-12-14
32759,9,3,1,3,2,2020-12-15
32758,9,3,9,5,0,2020-12-15
32757,1,3,1,2,5,2020-12-15
32756,0,3,5,6,6,2020-12-15
32755,9,1,2,1,9,2020-12-15
32754,2,4,9,0,8,2020-12-16
32753,9,3,0,7,7,2020-12-16
32752,6,9,9,8,5,2020-12-16
32751,6,0,5,9,2,2020-12-16
32750,8,6,3,1,9,2020-12-16
32749,1,3,7,4,4,2020-12-17
32748,4,0,1,5,4,2020-12-17
32747,4,1,0,4,5,2020-12-17
32746,8,5,1,1,7,2020-12-17
32745,1,0,5,8,5,2020-12-17
32744,0,0,9,2,8,2020-12-18
32743,4,5,2,3,7,2020-12-18
32742,0,1,7,3,9,2020-12-18
32741,9,4,5,2,6,2020-12-18
32740,9,2,3,9,7,2020-12-18
32739,9,6,0,5,8,2020-12-19
32738,2,2,6,0,7,2020-12-19
32737,2,2,7,0,4,2020-12-19
32736,1,4,9,6,2,2020-12-19
32735,7,5,5,6,7,2020-12-19
32734,8,7,3,3,2,2020-12-20
32733,9,9,8,1,7,2020-12-20
32732,6,6,5,9,3,2020-12-20
32731,9,2,9,9,2,2020-12-20
32730,5,7,6,7,1,2020-12-20
32729,8,3,8,2,2,2020-12-21
32728,3,6,2,8,7,2020-12-21
32727,6,1,9,6,6,2020-12-21
32726,2,3,7,9,6,2020-12-21
32725,8,3,6,3,9,2020-12-21
32724,0,5,5,3,0,2020-12-22
32723,0,1,6,8,8,2020-12-22
32722,9,3,8,0,5,2020-12-22
32721,8,1,0,1,6,2020-12-22
32720,5,1,8,9,2,2020-12-22
32719,8,2,6,5,6,2020-12-23
32718,3,9,2,4,9,2020-12-23
32717,3,3,9,8,8,2020-12-23
32716,4,1,6,8,7,2020-12-23
32715,6,0,7,1,9,2020-12-23
32714,2,8,1,2,3,2020-12-24
32713,9,9,4,5,3,2020-12-24
32712,8,5,6,1,5,2020-12-24
32711,8,3,1,4,6,2020-12-24
32710,5,6,4,6,4,2020-12-24
32709,8,0,5,8,3,2020-12-25
32708,6,3,6,4,0,2020-12-25
32707,4,5,5,5,4,2020-12-25
32706,8,9,6,0,3,2020-12-25
32705,3,7,6,1,1,2020-12-25
32704,5,7,6,8,0,2020-12-26
32703,8,2,9,5,4,2020-12-26
32702,4,4,7,7,6,2020-12-26
32701,6,7,3,8,2,2020-12-26
32700,3,0,5,4,2,2020-12-26
32699,0,8,2,2,4,2020-12-27
32698,2,2,5,6,6,2020-12-27
32697,0,1,7,1,6,2020-12-27
32696,7,8,4,8,8,2020-12-27
32695,5,1,3,5,3,2020-12-27
32694,7,3,7,0,9,2020-12-28
32693,1,1,4,8,9,2020-12-28
32692,9,4,3,2,0,2020-12-28
32691,0,1,1,3,7,2020-12-28
32690,3,6,9,6,5,2020-12-28
32689,7,1,5,9,1,2020-12-29
32688,5,2,5,8,1,2020-12-29
32687,6,5,8,1,1,2020-12-29
32686,3,9,7,7,8,2020-12-29
32685,0,3,8,8,9,2020-12-29
32684,4,3,9,2,4,2020-12-30
32683,9,0,4,2,4,2020-12-30
32682,7,2,3,9,5,2020-12-30
32681,1,7,2,5,5,2020-12-30
32680,7,0,5,0,6,2020-12-30
32679,2,1,6,1,0,2020-12-31
32678,5,3,1,0,7,2020-12-31
32677,9,1,2,6,3,2020-12-31
32676,9,6,8,2,1,2020-12-31
32675,2,1,2,9,1,2020-12-31
32674,6,6,8,8,5,2021-01-01
32673,7,9,8,7,7,2021-01-01
32672,7,3,7,9,8,2021-01-01
32671,3,5,6,3,7,2021-01-01
32670,7,7,6,7,6,2021-01-01
32669,6,3,0,4,2,2021-01-02
32668,9,9,6,5,9,2021-01-02
32667,7,3,5,1,6,2021-01-02
32666,9,8,7,1,0,2021-01-02
32665,2,0,3,1,6,2021-01-02
32664,8,9,6,9,2,2021-01-03
32663,1,8,9,9,5,2021-01-03
32662,9,8,2,0,7,2021-01-03
32661,9,1,1,9,8,2021-01-03
32660,8,3,1,4,2,2021-01-03
32659,0,3,8,9,3,2021-01-04
32658,8,2,1,3,3,2021-01-04
32657,4,9,4,6,4,2021-01-04
32656,4,5,2,9,6,2021-01-04
32655,9,5,6,4,3,2021-01-04
32654,4,3,7,9,2,2021-01-05
32653,3,0,1,6,5,2021-01-05
32652,0,6,1,6,0,2021-01-05
32651,6,2,7,4,6,2021-01-05
32650,0,5,7,5,1,2021-01-05
32649,9,4,4,7,6,2021-01-06
32648,6,7,1,1,2,2021-01-06
32647,6,5,3,7,6,2021-01-06
32646,8,5,0,6,2,2021-01-06
32645,9,6,1,2,1,2021-01-06
32644,5,2,1,1,8,2021-01-07
32643,5,3,3,1,2,2021-01-07
32642,0,3,1,6,9,2021-01-07
32641,5,7,3,9,3,2021-01-07
32640,2,1,7,2,2,2021-01-07
32639,7,7,2,6,2,2021-01-08
32638,8,0,8,1,3,2021-01-08
32637,5,0,9,9,5,2021-01-08
32636,9,4,2,6,0,2021-01-08
32635,2,5,9,1,4,2021-01-08
32634,9,2,4,4,0,2021-01-09
32633,0,9,3,3,9,2021-01-09
32632,0,8,4,5,5,2021-01-09
32631,3,7,9,2,8,2021-01-09
32630,4,1,0,3,1,2021-01-09
32629,6,9,4,6,7,2021-01-10
32628,1,6,1,0,4,2021-01-10
32627,6,5,8,1,0,2021-01-10
32626,7,6,9,7,9,2021-01-10
32625,6,4,3,9,8,2021-01-10
32624,8,4,0,0,9,2021-01-11
32623,5,3,8,0,8,2021-01-11
32622,2,7,1,9,3,2021-01-11
32621,8,3,3,1,2,2021-01-11
32620,0,3,7,7,2,2021-01-11
32619,1,2,1,8,7,2021-01-12
32618,9,1,5,9,0,2021-01-12
32617,5,9,8,8,7,2021-01-12
32616,8,1,2,8,2,2021-01-12
32615,3,5,1,5,3,2021-01-12
32614,0,2,9,9,3,2021-01-13
32613,7,5,2,7,7,2021-01-13
32612,0,0,6,8,2,2021-01-13
32611,0,9,2,0,5,2021-01-13
32610,4,5,7,2,2,2021-01-13
32609,9,1,2,5,9,2021-01-14
32608,7,3,0,3,1,2021-01-14
32607,4,9,2,8,4,2021-01-14
32606,4,1,0,8,0,2021-01-14
32605,4,1,9,4,9,2021-01-14
32604,0,4,0,7,9,2021-01-15
32603,4,4,6,1,9,2021-01-15
32602,6,9,4,2,1,2021-01-15
32601,7,8,9,2,4,2021-01-15
32600,3,8,4,8,3,2021-01-15
32599,5,1,4,9,7,2021-01-16
32598,7,4,6,3,9,2021-01-16
32597,0,9,4,7,6,2021-01-16
32596,0,0,4,0,4,2021-01-16
32595,9,3,8,7,0,2021-01-16
32594,5,9,5,8,2,2021-01-17
32593,2,0,6,1,5,2021-01-17
32592,6,3,2,8,3,2021-01-17
32591,3,1,3,6,8,2021-01-17
32590,1,8,7,3,1,2021-01-17
32589,4,7,5,7,8,2021-01-18
32588,3,1,2,8,4,2021-01-18
32587,5,3,1,4,0,2021-01-18
32586,9,5,4,9,6,2021-01-18
32585,7,6,7,2,1,2021-01-18
32584,8,5,0,7,1,2021-01-19
32583,3,0,7,7,1,2021-01-19
32582,5,0,9,6,0,2021-01-19
32581,7,3,2,1,4,2021-01-19
32580,4,4,5,0,1,2021-01-19
32579,5,3,6,8,8,2021-01-20
32578,1,5,2,7,0,2021-01-20
32577,0,8,1,3,7,2021-01-20
32576,9,5,9,9,6,2021-01-20
32575,8,1,0,2,7,2021-01-20
32574,4,2,9,5,8,2021-01-21
32573,8,8,6,4,9,2021-01-21
32572,6,6,7,7,6,2021-01-21
32571,6,9,9,3,9,2021-01-21
32570,4,4,9,0,6,2021-01-21
32569,9,0,1,1,3,2021-01-22
32568,0,6,6,4,8,2021-01-22
32567,3,7,6,9,3,2021-01-22
32566,9,3,9,6,1,2021-01-22
32565,6,9,8,0,5,2021-01-22
32564,9,0,1,3,3,2021-01-23
32563,3,5,1,5,8,2021-01-23
32562,3,1,7,1,3,2021-01-23
32561,1,5,9,8,2,2021-01-23
32560,4,7,8,7,2,2021-01-23
32559,1,0,3,7,0,2021-01-24
32558,9,4,1,5,7,2021-01-24
32557,6,7,0,2,1,2021-01-24
32556,3,7,8,9,9,2021-01-24
32555,0,9,1,7,2,2021-01-24
32554,9,8,4,7,5,2021-01-25
32553,5,5,9,1,0,2021-01-25
32552,1,9,2,4,1,2021-01-25
32551,4,8,6,6,5,2021-01-25
32550,5,3,0,9,9,2021-01-25
32549,9,0,4,1,7,2021-01-26
32548,3,1,5,1,2,2021-01-26
32547,2,7,0,1,9,2021-01-26
32546,7,9,7,8,1,2021-01-26
32545,1,9,2,4,1,2021-01-26
32544,6,0,8,7,1,2021-01-27
32543,8,8,5,7,3,2021-01-27
32542,7,4,7,9,9,2021-01-27
32541,8,6,4,8,7,2021-01-27
32540,9,2,3,0,7,2021-01-27
32539,1,5,0,3,7,2021-01-28
32538,1,1,1,3,4,2021-01-28
32537,1,4,1,7,6,2021-01-28
32536,3,8,5,9,3,2021-01-28
32535,3,5,9,5,2,2021-01-28
32534,8,4,9,1,2,2021-01-29
32533,8,7,5,1,6,2021-01-29
32532,7,6,7,1,0,2021-01-29
32531,5,8,8,0,3,2021-01-29
32530,1,4,9,0,4,2021-01-29
32529,9,5,1,5,7,2021-01-30
32528,7,3,6,0,3,2021-01-30
32527,7,6,7,1,1,2021-01-30
32526,0,1,3,8,4,2021-01-30
32525,9,0,4,3,6,2021-01-30
32524,5,1,3,8,4,2021-01-31
32523,0,0,2,6,4,2021-01-31
32522,6,8,9,7,8,2021-01-31
32521,6,5,9,2,0,2021-01-31
32520,6,7,1,8,3,2021-01-31
32519,9,7,7,8,5,2021-02-01
32518,6,4,1,0,5,2021-02-01
32517,7,0,3,3,9,2021-02-01
32516,7,9,6,6,3,2021-02-01
32515,4,9,3,0,4,2021-02-01
32514,2,8,1,2,4,2021-02-02
32513,7,2,5,4,1,2021-02-02
32512,9,3,2,8,8,2021-02-02
32511,7,6,0,7,9,2021-02-02
32510,0,1,1,9,7,2021-02-02
32509,7,6,1,3,6,2021-02-03
32508,8,8,7,5,5,2021-02-03
32507,9,6,5,9,5,2021-02-03
32506,7,6,8,3,7,2021-02-03
32505,7,2,4,2,4,2021-02-03
32504,2,6,4,2,1,2021-02-04
32503,7,0,7,4,5,2021-02-04
32502,0,4,1,9,9,2021-02-04
32501,7,8,9,6,3,2021-02-04
32500,4,1,0,7,2,2021-02-04
32499,2,6,5,8,4,2021-02-05
32498,9,1,8,0,9,2021-02-05
32497,3,8,4,9,2,2021-02-05
32496,5,7,5,5,9,2021-02-05
32495,4,0,2,4,9,2021-02-05
32494,7,6,8,3,7,2021-02-06
32493,6,4,7,9,4,2021-02-06
32492,7,5,1,9,3,2021-02-06
32491,7,7,6,2,7,2021-02-06
32490,8,4,4,2,1,2021-02-06
32489,8,1,7,8,4,2021-02-07
32488,6,8,1,1,8,2021-02-07
32487,2,5,2,1,8,2021-02-07
32486,0,0,5,1,6,2021-02-07
32485,3,7,8,0,4,2021-02-07
32484,4,3,8,6,7,2021-02-08
32483,4,4,0,4,4,2021-02-08
32482,4,2,4,3,3,2021-02-08
32481,6,7,9,8,7,2021-02-08
32480,7,3,4,6,0,2021-02-08
32479,6,2,7,3,3,2021-02-09
32478,3,1,3,0,2,2021-02-09
32477,4,2,2,7,3,2021-02-09
32476,1,7,9,4,5,2021-02-09
32475,2,3,4,8,7,2021-02-09
32474,5,0,9,0,3,2021-02-10
32473,9,9,6,1,1,2021-02-10
32472,5,6,6,5,0,2021-02-10
32471,1,4,1,8,1,2021-02-10
32470,8,6,1,6,8,2021-02-10
32469,7,7,6,4,6,2021-02-11
32468,7,2,9,5,3,2021-02-11
32467,3,2,4,4,3,2021-02-11
32466,2,9,7,1,6,2021-02-11
32465,4,7,6,2,3,2021-02-11
32464,4,9,0,3,7,2021-02-12
32463,8,4,8,8,5,2021-02-12
32462,3,2,6,1,2,2021-02-12
32461,9,5,7,1,4,2021-02-12
32460,3,6,5,5,5,2021-02-12
32459,9,3,3,1,4,2021-02-13
32458,8,8,1,2,6,2021-02-13
32457,3,8,7,3,5,2021-02-13
32456,6,4,0,6,4,2021-02-13
32455,2,5,7,5,4,2021-02-13
32454,3,0,3,1,7,2021-02-14
32453,2,6,7,9,4,2021-02-14
32452,1,2,6,9,0,2021-02-14
32451,6,1,6,8,7,2021-02-14
32450,1,5,1,1,4,2021-02-14
32449,9,7,9,4,3,2021-02-15
32448,3,8,2,9,0,2021-02-15
32447,0,5,3,6,8,2021-02-15
32446,3,3,7,7,2,2021-02-15
32445,4,7,1,6,8,2021-02-15
32444,5,6,1,3,7,2021-02-16
32443,2,3,2,5,7,2021-02-16
32442,0,4,8,2,9,2021-02-16
32441,2,4,2,9,4,2021-02-16
32440,7,5,0,6,0,2021-02-16
32439,6,4,8,0,6,2021-02-17
32438,3,5,7,5,4,2021-02-17
32437,3,2,6,8,8,2021-02-17
32436,0,7,0,0,0,2021-02-17
32435,9,8,2,0,3,2021-02-17
32434,4,9,0,3,1,2021-02-18
32433,6,4,8,5,5,2021-02-18
32432,3,5,8,8,4,2021-02-18
32431,4,9,4,2,2,2021-02-18
32430,9,6,2,6,1,2021-02-18
32429,7,3,0,2,4,2021-02-19
32428,0,4,2,1,0,2021-02-19
32427,4,3,0,7,9,2021-02-19
32426,2,2,4,6,2,2021-02-19
32425,2,2,9,1,2,2021-02-19
32424,0,2,3,0,1,2021-02-20
32423,8,1,9,7,4,2021-02-20
32422,5,4,4,7,7,2021-02-20
32421,3,2,7,6,2,2021-02-20
32420,0,5,1,7,1,2021-02-20
32419,8,6,4,6,4,2021-02-21
32418,3,6,0,2,9,2021-02-21
32417,1,5,7,3,1,2021-02-21
32416,7,9,1,9,0,2021-02-21
32415,1,2,1,0,1,2021-02-21
32414,0,8,4,8,8,2021-02-22
32413,8,0,1,7,7,2021-02-22
32412,1,2,0,6,4,2021-02-22
32411,4,7,0,8,7,2021-02-22
32410,3,2,4,0,9,2021-02-22
32409,7,4,3,8,5,2021-02-23
32408,2,4,5,8,7,2021-02-23
32407,9,3,1,9,1,2021-02-23
32406,9,9,5,6,6,2021-02-23
32405,1,7,7,6,0,2021-02-23
32404,9,2,6,4,6,2021-02-24
32403,4,3,3,2,1,2021-02-24
32402,1,5,2,8,1,2021-02-24
32401,7,1,1,1,6,2021-02-24
32400,0,2,8,4,9,2021-02-24
32399,1,8,7,2,7,2021-02-25
32398,7,6,9,9,8,2021-02-25
32397,9,8,2,0,0,2021-02-25
32396,0,0,1,8,1,2021-02-25
32395,8,8,1,4,7,2021-02-25
32394,8,2,6,7,5,2021-02-26
32393,2,0,0,2,7,2021-02-26
32392,5,2,8,0,2,2021-02-26
32391,6,5,1,7,2,2021-02-26
32390,3,5,1,3,9,2021-02-26
32389,6,7,8,8,2,2021-02-27
32388,9,7,0,6,4,2021-02-27
32387,2,4,5,7,0,2021-02-27
32386,8,8,4,4,6,2021-02-27
32385,0,6,1,7,8,2021-02-27
32384,6,0,1,7,7,2021-02-28
32383,0,8,3,4,4,2021-02-28
32382,7,0,1,9,6,2021-02-28
32381,2,3,5,0,4,2021-02-28
32380,9,6,3,3,0,2021-02-28
32379,6,3,3,1,4,2021-03-01
32378,4,8,9,4,5,2021-03-01
32377,3,2,4,7,6,2021-03-01
32376,0,0,8,0,6,2021-03-01
32375,4,7,9,2,9,2021-03-01
32374,8,9,3,3,3,2021-03-02
32373,4,0,2,1,6,2021-03-02
32372,9,8,1,9,1,2021-03-02
32371,2,4,0,6,4,2021-03-02
32370,2,6,9,9,7,2021-03-02
32369,3,5,8,0,9,2021-03-03
32368,4,3,1,9,5,2021-03-03
32367,0,8,6,5,1,2021-03-03
32366,9,7,8,2,5,2021-03-03
32365,4,5,1,2,6,2021-03-03
32364,9,0,4,0,8,2021-03-04
32363,5,9,3,8,7,2021-03-04
32362,1,4,0,2,6,2021-03-04
32361,4,8,1,1,5,2021-03-04
32360,0,1,5,1,1,2021-03-04
32359,3,0,3,3,6,2021-03-05
32358,0,4,9,2,5,2021-03-05
32357,5,1,8,8,6,2021-03-05
32356,5,8,2,9,1,2021-03-05
32355,2,6,9,3,7,2021-03-05
32354,2,7,7,8,6,2021-03-06
32353,0,0,0,1,5,2021-03-06
32352,5,2,2,8,4,2021-03-06
32351,4,1,2,8,5,2021-03-06
32350,0,1,8,0,8,2021-03-06
32349,1,6,7,6,0,2021-03-07
32348,2,4,3,4,1,2021-03-07
32347,3,5,9,8,1,2021-03-07
32346,8,5,9,8,6,2021-03-07
32345,9,4,4,2,7,2021-03-07
32344,8,3,3,5,0,2021-03-08
32343,5,3,9,7,7,2021-03-08
32342,3,6,2,3,9,2021-03-08
32341,3,3,3,3,5,2021-03-08
32340,1,1,0,8,7,2021-03-08
32339,4,0,6,4,5,2021-03-09
32338,4,8,3,4,4,2021-03-09
32337,8,5,7,2,1,2021-03-09
32336,6,5,4,3,0,2021-03-09
32335,8,9,1,2,5,2021-03-09
32334,8,8,6,1,7,2021-03-10
32333,8,5,8,8,3,2021-03-10
32332,1,8,0,3,8,2021-03-10
32331,9,7,3,7,1,2021-03-10
32330,2,6,5,1,9,2021-03-10
32329,1,4,8,8,2,2021-03-11
32328,6,5,3,7,3,2021-03-11
32327,8,7,5,9,2,2021-03-11
32326,2,3,8,9,2,2021-03-11
32325,3,0,6,1,0,2021-03-11
32324,2,7,3,3,1,2021-03-12
32323,0,2,8,3,5,2021-03-12
32322,0,8,1,5,0,2021-03-12
32321,9,1,0,1,8,2021-03-12
32320,1,1,5,5,5,2021-03-12
32319,8,5,6,9,7,2021-03-13
32318,0,0,5,5,2,2021-03-13
32317,9,4,2,2,7,2021-03-13
32316,9,6,5,8,0,2021-03-13
32315,3,3,7,5,9,2021-03-13
32314,7,2,0,8,8,2021-03-14
32313,2,8,7,6,7,2021-03-14
32312,7,8,9,5,4,2021-03-14
32311,5,5,8,9,4,2021-03-14
32310,0,6,8,7,8,2021-03-14
32309,4,2,2,5,2,2021-03-15
32308,8,9,7,3,2,2021-03-15
32307,2,2,1,8,1,2021-03-15
32306,4,1,0,8,3,2021-03-15
32305,8,3,9,0,2,2021-03-15
32304,7,7,7,1,8,2021-03-16
32303,7,4,8,7,3,2021-03-16
32302,7,8,1,1,8,2021-03-16
32301,7,9,6,2,2,2021-03-16
32300,9,4,8,9,3,2021-03-16
32299,8,8,0,3,1,2021-03-17
32298,0,9,3,4,6,2021-03-17
32297,1,2,3,2,0,2021-03-17
32296,3,3,7,0,4,2021-03-17
32295,1,2,2,9,4,2021-03-17
32294,0,3,4,2,9,2021-03-18
32293,6,8,7,4,0,2021-03-18
32292,8,2,2,6,1,2021-03-18
32291,0,6,4,8,5,2021-03-18
32290,0,5,1,2,1,2021-03-18
32289,7,4,8,2,0,2021-03-19
32288,6,9,9,6,0,2021-03-19
32287,9,9,7,5,4,2021-03-19
32286,7,9,7,5,2,2021-03-19
32285,0,9,1,2,8,2021-03-19
32284,9,2,6,4,7,2021-03-20
32283,8,7,2,6,1,2021-03-20
32282,0,8,8,2,4,2021-03-20
32281,2,2,0,3,1,2021-03-20
32280,0,0,1,3,5,2021-03-20
32279,4,7,6,5,1,2021-03-21
32278,2,6,5,0,6,2021-03-21
32277,9,5,2,0,6,2021-03-21
32276,1,2,6,6,0,2021-03-21
32275,5,7,5,3,6,2021-03-21
32274,9,6,1,8,9,2021-03-22
32273,2,3,7,8,4,2021-03-22
32272,2,0,0,1,5,2021-03-22
32271,9,3,9,5,8,2021-03-22
32270,1,2,3,0,1,2021-03-22
32269,3,2,6,9,8,2021-03-23
32268,1,2,3,6,3,2021-03-23
32267,7,4,3,4,5,2021-03-23
32266,7,1,1,8,7,2021-03-23
32265,8,0,1,3,2,2021-03-23
32264,2,8,4,4,4,2021-03-24
32263,7,3,1,4,4,2021-03-24
32262,7,2,6,5,1,2021-03-24
32261,8,1,3,6,0,2021-03-24
32260,4,7,3,3,4,2021-03-24
32259,4,8,6,8,1,2021-03-25
32258,7,6,7,1,5,2021-03-25
32257,7,6,5,2,9,2021-03-25
32256,8,3,5,2,0,2021-03-25
32255,6,5,7,7,2,2021-03-25
32254,4,1,0,5,3,2021-03-26
32253,1,8,5,8,7,2021-03-26
32252,7,8,4,8,1,2021-03-26
32251,0,2,3,6,4,2021-03-26
32250,7,5,5,4,0,2021-03-26
32249,6,0,9,3,9,2021-03-27
32248,8,3,5,5,3,2021-03-27
32247,9,6,6,6,5,2021-03-27
32246,1,7,2,8,3,2021-03-27
32245,2,7,7,8,7,2021-03-27
32244,3,5,9,8,0,2021-03-28
32243,6,7,9,6,7,2021-03-28
32242,5,9,2,0,0,2021-03-28
32241,7,3,6,9,2,2021-03-28
32240,4,8,6,3,1,2021-03-28
32239,5,2,5,2,9,2021-03-29
32238,0,8,1,0,4,2021-03-29
32237,1,8,2,7,6,2021-03-29
32236,9,7,2,2,9,2021-03-29
32235,5,4,1,8,7,2021-03-29
32234,9,8,1,0,8,2021-03-30
32233,8,5,0,8,6,2021-03-30
32232,4,5,7,9,8,2021-03-30
32231,7,6,8,7,2,2021-03-30
32230,7,0,9,0,7,2021-03-30
32229,3,4,2,4,4,2021-03-31
32228,5,3,9,6,6,2021-03-31
32227,9,4,2,0,1,2021-03-31
32226,4,0,5,6,2,2021-03-31
32225,5,4,8,0,8,2021-03-31
32224,1,9,1,7,5,2021-04-01
32223,1,5,7,0,6,2021-04-01
32222,6,6,8,9,6,2021-04-01
32221,2,5,0,6,9,2021-04-01
32220,5,7,4,4,0,2021-04-01
32219,4,5,1,5,3,2021-04-02
32218,0,3,6,1,4,2021-04-02
32217,9,5,9,4,1,2021-04-02
32216,6,0,9,2,5,2021-04-02
32215,4,4,4,2,4,2021-04-02
32214,3,7,0,1,2,2021-04-03
32213,5,3,2,9,8,2021-04-03
32212,6,2,7,7,9,2021-04-03
32211,2,3,5,1,2,2021-04-03
32210,0,1,9,1,6,2021-04-03
32209,0,2,8,4,8,2021-04-04
32208,8,4,2,7,0,2021-04-04
32207,9,5,8,2,3,2021-04-04
32206,9,3,7,2,2,2021-04-04
32205,9,5,2,6,2,2021-04-04
32204,0,6,8,5,4,2021-04-05
32203,1,0,5,0,3,2021-04-05
32202,9,7,6,0,4,2021-04-05
32201,0,0,6,2,9,2021-04-05
