CONCURSO,ID,F1,F2,F3,F4,F5,F6,FECHA,PRIMOS,REPETIDOS,MEDIA
2777,17565391,7,14,19,31,35,50,2014-07-16,3,1,26
2776,3801122,2,4,6,15,35,37,2014-07-13,2,1,16.5
2775,7389096,3,6,38,49,53,54,2014-07-09,2,0,33.8
2774,765899,1,4,14,33,36,45,2014-07-06,0,1,22.2
2773,15918810,6,16,43,45,47,54,2014-07-02,2,0,35.2
2772,4125973,2,5,10,29,40,48,2014-06-29,3,0,22.3
2771,15991316,6,17,32,49,54,55,2014-06-25,1,1,35.5
2770,3820547,2,4,7,16,52,54,2014-06-22,2,0,22.5
2769,24432628,12,13,31,35,37,49,2014-06-18,3,0,29.5
2768,30296191,20,24,28,30,54,55,2014-06-15,0,0,35.2
2767,6442626,2,25,26,36,37,38,2014-06-11,2,0,27.3
2766,25469918,13,14,22,24,45,51,2014-06-08,1,1,28.2
2765,20814463,9,14,20,21,32,50,2014-06-04,0,1,24.3
2764,10824335,4,11,20,25,27,40,2014-06-01,1,0,21.2
2763,16037539,6,18,24,32,33,38,2014-05-28,0,0,25.2
2762,11939997,4,25,51,53,54,55,2014-05-25,1,1,40.3
2761,6544021,2,29,30,34,48,54,2014-05-21,2,0,32.8
2760,19738617,8,19,28,33,38,45,2014-05-18,1,2,28.5
2759,10129598,4,7,19,20,34,38,2014-05-14,2,1,20.3
2758,18818669,8,10,34,45,49,56,2014-05-11,0,1,33.7
2757,20277026,9,10,17,38,50,55,2014-05-07,1,0,29.8
2756,15539899,6,13,18,35,42,53,2014-05-04,2,0,27.8
2755,11878950,4,24,26,32,38,48,2014-04-30,0,1,28.7
2754,12653051,5,8,16,32,36,39,2014-04-27,1,1,22.7
2753,7182202,3,6,8,10,34,53,2014-04-23,2,0,19
2752,30829923,21,37,38,40,41,56,2014-04-20,2,0,38.8
2751,20833044,9,14,22,39,42,52,2014-04-16,0,0,29.7
2750,10342766,4,8,21,31,37,41,2014-04-13,3,0,23.7
2749,3323821,1,26,32,33,47,55,2014-04-09,1,2,32.3
2748,2663652,1,15,20,21,33,48,2014-04-06,0,1,23
2747,10421769,4,9,11,24,33,56,2014-04-02,1,2,22.8
2746,12023504,4,29,36,38,49,56,2014-03-30,1,0,35.3
2745,13893650,5,18,20,26,27,43,2014-03-26,2,0,23.2
2744,18270863,7,24,32,34,35,51,2014-03-23,1,3,30.5
2743,28977480,17,24,27,29,32,51,2014-03-19,2,0,30
2742,22042023,10,13,16,23,39,42,2014-03-16,2,1,23.8
2741,21597585,9,27,31,33,42,45,2014-03-12,1,0,31.2
2740,2832271,1,17,19,25,36,53,2014-03-09,3,0,25.2
2739,22420030,10,16,28,29,37,48,2014-03-05,2,1,28
2738,11097725,4,13,22,29,32,40,2014-03-02,2,0,23.3
2737,24296321,11,34,43,52,54,55,2014-02-26,2,3,41.5
2736,24231720,11,29,32,43,51,52,2014-02-23,3,1,36.3
2735,15490237,6,12,41,46,52,56,2014-02-19,1,1,35.5
2734,14674367,6,8,9,13,29,48,2014-02-16,2,0,18.8
2733,8663837,3,15,16,22,30,34,2014-02-12,1,0,20
2732,23347390,11,13,31,39,45,53,2014-02-09,4,1,32
2731,23072471,10,34,39,42,44,54,2014-02-05,0,1,37.2
2730,24432554,12,13,31,34,47,50,2014-02-02,3,1,31.2
2729,19752925,8,19,34,39,41,54,2014-01-29,2,0,32.5
2728,23510069,11,15,20,24,47,48,2014-01-26,2,1,27.5
2727,28545671,16,29,38,40,48,49,2014-01-22,1,0,36.7
2726,7092322,3,5,19,28,33,56,2014-01-19,3,2,24
2725,24924375,12,19,22,30,39,56,2014-01-15,1,2,29.7
2724,14528806,6,7,12,22,31,45,2014-01-12,2,0,20.5
2723,23416656,11,14,21,27,47,54,2014-01-08,2,2,29
2722,13542141,5,14,19,46,54,55,2014-01-05,2,0,32.2
2721,5232040,2,10,24,31,35,49,2014-01-01,2,0,25.2
2720,7399750,3,7,8,17,21,48,2013-12-29,3,1,17.3
2719,4721174,2,7,31,40,53,56,2013-12-25,4,1,31.5
2718,31376053,24,25,30,35,55,56,2013-12-22,0,0,37.5
2717,18029519,7,19,29,34,41,47,2013-12-18,5,1,29.5
2716,6107313,2,18,25,41,42,51,2013-12-15,2,0,29.8
2715,7588532,3,7,30,40,48,54,2013-12-11,2,2,30.3
2714,32036706,28,31,40,49,53,54,2013-12-08,2,0,42.5
2713,23469833,11,14,39,41,47,52,2013-12-04,3,0,34
2712,19612779,8,17,34,37,42,43,2013-12-01,3,1,30.2
2711,27897465,15,30,34,35,38,51,2013-11-27,0,0,33.8
2710,22060747,10,13,18,26,28,37,2013-11-24,2,0,22
2709,12492528,5,7,20,40,42,48,2013-11-20,2,2,27
2708,18202872,7,22,38,42,44,54,2013-11-17,1,1,34.5
2707,7531008,3,7,19,21,25,47,2013-11-13,4,0,20.3
2706,1737279,1,8,26,33,54,55,2013-11-10,0,1,29.5
2705,12265945,5,6,18,41,54,56,2013-11-06,2,1,30
2704,30388870,20,27,31,42,53,54,2013-11-03,2,2,37.8
2703,23484024,11,15,17,20,22,54,2013-10-30,2,1,23.2
2702,29384421,18,22,23,26,42,49,2013-10-27,1,0,30
2701,23504071,11,15,19,27,36,38,2013-10-23,2,2,24.3
2700,24635962,12,15,27,44,46,48,2013-10-20,0,0,32
2699,31180023,23,25,32,43,49,55,2013-10-16,2,0,37.8
2698,26867786,14,21,26,30,35,39,2013-10-13,0,0,27.5
2697,15001675,6,9,23,36,45,49,2013-10-09,1,1,28
2696,24842604,12,18,20,23,25,44,2013-10-06,1,1,23.7
2695,30696350,21,26,35,42,44,51,2013-10-02,0,2,36.5
2694,15972200,6,17,26,31,44,48,2013-09-29,2,0,28.7
2693,19179726,8,13,21,32,35,50,2013-09-25,1,1,26.5
2692,7463975,3,7,12,26,32,46,2013-09-22,2,0,21
2691,20161922,8,33,42,43,44,56,2013-09-18,1,0,37.7
2690,23536770,11,15,24,36,41,53,2013-09-15,3,0,30
2689,9861320,4,6,13,22,26,49,2013-09-11,1,1,20
2688,7251067,3,6,12,24,27,44,2013-09-08,1,1,19.3
2687,16886500,7,9,20,24,31,40,2013-09-04,2,0,21.8
2686,19647330,8,18,22,36,39,56,2013-09-01,0,0,29.8
2685,5517649,2,12,24,34,41,47,2013-08-28,3,1,26.7
2684,28396503,16,24,25,39,48,52,2013-08-25,0,2,34
2683,28427677,16,24,42,53,54,56,2013-08-21,1,0,40.8
2682,25210856,12,25,26,36,44,50,2013-08-18,0,0,32.2
2681,23962221,11,21,24,40,53,56,2013-08-14,2,0,34.2
2680,13503656,5,14,15,28,41,55,2013-08-11,2,0,26.3
2679,29376079,18,21,35,37,43,44,2013-08-07,2,0,33
2678,17151326,7,11,15,16,28,49,2013-08-04,2,0,21
2677,22669693,10,20,21,31,33,37,2013-07-31,2,1,25.3
2676,3950978,2,4,17,18,20,40,2013-07-28,2,1,16.8
2675,18016313,7,19,25,38,40,47,2013-07-24,3,2,29.3
2674,30115346,19,34,40,46,48,52,2013-07-21,1,0,39.8
2673,31885237,27,28,33,37,44,47,2013-07-17,2,0,36
2672,32183373,30,31,41,43,46,49,2013-07-14,3,0,40
2671,6755175,3,4,11,19,45,55,2013-07-10,3,1,22.8
2670,11994795,4,28,30,33,40,56,2013-07-07,0,0,31.8
2669,32141215,29,34,36,50,51,54,2013-07-03,1,0,42.3
2668,4634160,2,7,16,18,28,33,2013-06-30,2,1,17.3
2667,1386186,1,7,9,20,37,41,2013-06-26,3,0,19.2
2666,3736555,2,3,25,28,32,42,2013-06-23,2,1,22
2665,4252375,2,5,24,27,35,44,2013-06-19,2,1,22.8
2664,28326241,16,22,27,33,47,55,2013-06-16,1,0,33.3
2663,9400493,3,28,32,34,50,54,2013-06-12,1,0,33.5
2662,30387247,20,27,31,33,35,45,2013-06-09,1,0,31.8
2661,16916562,7,9,25,30,46,47,2013-06-05,2,2,27.3
2660,17556337,7,14,18,27,39,46,2013-06-02,1,0,25.2
2659,27256461,15,16,21,24,33,50,2013-05-29,0,0,26.5
2658,32064883,28,34,45,46,48,55,2013-05-26,0,1,42.7
2657,25296674,12,28,31,33,52,53,2013-05-22,2,0,34.8
2656,10288153,4,8,15,19,27,43,2013-05-19,2,1,19.3
2655,28504940,16,27,35,42,51,54,2013-05-15,0,0,37.5
2654,1131254,1,6,7,9,20,30,2013-05-12,1,1,12.2
2653,28952166,17,23,30,35,48,53,2013-05-08,3,1,34.3
2652,24767756,12,17,20,21,27,41,2013-05-05,2,0,23
2651,5712102,2,14,18,25,36,55,2013-05-01,1,1,25
2650,23202819,11,12,25,29,38,50,2013-04-28,2,1,27.5
2649,21801672,10,11,18,26,31,45,2013-04-24,2,0,23.5
2648,13606251,5,14,40,44,50,54,2013-04-21,1,0,34.5
2647,28378102,16,23,31,33,36,49,2013-04-17,2,1,31.3
2646,18887091,8,11,17,23,29,40,2013-04-14,4,0,21.3
2645,16469609,6,28,33,37,49,54,2013-04-10,1,1,34.5
2644,13202770,5,11,25,29,45,54,2013-04-07,3,1,28.2
2643,25715683,13,17,18,21,37,45,2013-04-03,3,0,25.2
2642,12041654,4,30,39,47,50,53,2013-03-31,2,0,37.2
2641,15412663,6,12,18,24,32,42,2013-03-27,0,4,22.3
2640,28665720,17,18,24,32,38,42,2013-03-24,1,1,28.5
2639,31924822,27,30,39,42,44,52,2013-03-20,0,0,39
2638,23527872,11,15,23,24,35,40,2013-03-17,2,1,24.7
2637,22515467,10,17,33,35,36,38,2013-03-13,1,1,28.2
2636,11235877,4,14,28,30,32,36,2013-03-10,0,0,24
2635,4398887,2,6,13,45,46,52,2013-03-06,2,1,27.3
2634,13170605,5,11,19,40,52,55,2013-03-03,3,2,30.3
2633,4210352,2,5,18,19,33,35,2013-02-27,3,1,18.7
2632,6518155,2,27,37,41,48,54,2013-02-24,3,1,34.8
2631,6829034,3,4,17,39,48,53,2013-02-20,3,2,27.3
2630,2902719,1,17,46,48,50,52,2013-02-17,1,0,35.7
2629,16149341,6,20,22,24,44,55,2013-02-13,0,1,28.5
2628,15714560,6,14,32,33,41,50,2013-02-10,1,1,29.3
2627,27896435,15,30,33,37,52,53,2013-02-06,2,2,36.7
2626,26081260,13,22,32,33,44,53,2013-02-03,2,0,32.8
2625,22870156,10,24,26,30,43,54,2013-01-30,1,0,31.2
2624,10343817,4,8,21,35,41,56,2013-01-27,1,1,27.5
2623,4805505,2,8,13,49,50,54,2013-01-23,2,2,29.3
2622,6312307,2,21,37,41,54,56,2013-01-20,3,0,35.2
2621,981273,1,5,12,13,30,45,2013-01-16,2,0,17.7
2620,4498969,2,6,28,29,39,50,2013-01-13,2,1,25.7
2619,13670061,5,15,24,28,32,51,2013-01-09,1,1,25.8
2618,11941276,4,26,27,31,43,51,2013-01-06,2,1,30.3
2617,30861740,22,23,27,39,49,52,2013-01-02,1,1,35.3
2616,2802185,1,16,29,37,46,52,2012-12-30,2,0,30.2
2615,7613301,3,8,9,21,26,50,2012-12-26,1,2,19.5
2614,9221090,3,22,32,37,50,56,2012-12-23,2,0,33.3
2613,24964355,12,19,33,44,45,54,2012-12-19,1,1,34.5
2612,19313371,8,14,25,35,43,44,2012-12-16,1,0,28.2
2611,3675961,2,3,16,26,37,52,2012-12-12,3,0,22.7
2610,19906366,8,22,32,34,39,56,2012-12-09,0,0,31.8
2609,28418521,16,24,33,36,38,45,2012-12-05,0,0,32
2608,4481440,2,6,23,46,48,53,2012-12-02,3,1,29.7
2607,28759275,17,19,32,51,53,54,2012-11-28,3,1,37.7
2606,28313492,16,22,24,31,46,53,2012-11-25,2,0,32
2605,7609191,3,8,9,15,26,55,2012-11-21,1,0,19.3
2604,1138517,1,6,7,17,25,52,2012-11-18,2,0,18
2603,12825355,5,9,16,19,24,30,2012-11-14,2,1,17.2
2602,83115,1,2,6,30,34,51,2012-11-11,1,1,20.7
2601,22982717,10,27,47,51,52,53,2012-11-07,2,1,40
2600,9855393,4,6,12,51,54,55,2012-11-04,0,0,30.3
2599,31568974,25,26,28,45,48,49,2012-10-31,0,1,36.8
2598,6612808,2,34,40,43,49,54,2012-10-28,2,0,37
2597,10876678,4,11,32,38,47,55,2012-10-24,2,1,31.2
2596,16942057,7,9,34,36,38,40,2012-10-21,1,0,27.3
2595,13195190,5,11,23,37,39,54,2012-10-17,4,2,28.2
2594,12367779,5,7,9,23,25,29,2012-10-14,4,0,16.3
2593,9071660,3,19,38,43,46,48,2012-10-10,3,0,32.8
2592,25424509,13,14,16,24,26,36,2012-10-07,1,0,21.5
2591,22484169,10,17,23,39,42,56,2012-10-03,2,1,31.2
2590,20560190,9,12,17,31,41,47,2012-09-30,4,2,26.2
2589,1807329,1,9,12,34,36,44,2012-09-26,0,0,22.7
2588,17661213,7,15,18,45,48,55,2012-09-23,1,2,31.3
2587,18358140,7,27,34,42,46,55,2012-09-19,1,1,35.2
2586,29299346,18,20,26,27,29,49,2012-09-16,1,0,28.2
2585,16629844,7,8,12,21,37,51,2012-09-12,2,1,22.7
2584,6879980,3,4,25,41,42,51,2012-09-09,2,0,27.7
2583,28711510,17,19,21,22,45,49,2012-09-05,2,1,28.8
2582,10381961,4,8,30,39,49,56,2012-09-02,0,0,31
2581,16797607,7,9,11,26,50,52,2012-08-29,2,0,25.8
2580,16259759,6,22,24,27,41,54,2012-08-26,1,1,29
2579,19693183,8,18,41,42,44,52,2012-08-22,1,0,34.2
2578,32039350,28,32,33,37,50,53,2012-08-19,2,0,38.8
2577,724752,1,4,11,22,44,52,2012-08-15,1,2,22.3
2576,20484676,9,11,27,40,41,44,2012-08-12,2,1,28.7
2575,20770261,9,14,15,18,35,38,2012-08-08,0,0,21.5
2574,10034819,4,7,10,24,44,54,2012-08-05,1,0,23.8
2573,31258206,23,28,37,41,46,50,2012-08-01,3,0,37.5
2572,10947111,4,12,18,29,45,54,2012-07-29,1,1,27
2571,27699789,15,23,25,28,37,45,2012-07-25,2,1,28.8
2570,13381063,5,13,14,28,41,52,2012-07-22,3,0,25.5
2569,7421997,3,7,9,27,45,55,2012-07-18,2,1,24.3
2568,22911834,10,25,29,31,49,55,2012-07-15,2,2,33.2
2567,26480045,14,16,17,31,46,55,2012-07-11,2,1,29.8
2566,22370300,10,16,19,20,40,52,2012-07-08,1,0,26.2
2565,16246246,6,21,35,38,45,54,2012-07-04,0,1,33.2
2564,2736418,1,16,17,32,45,51,2012-07-01,1,0,27
2563,27584933,15,20,33,36,40,48,2012-06-27,0,0,32
2562,3626987,2,3,12,18,27,50,2012-06-24,2,1,18.7
2561,28503579,16,27,34,42,47,49,2012-06-20,1,2,35.8
2560,13094226,5,11,12,20,42,47,2012-06-17,3,1,22.8
2559,18570796,8,9,16,39,41,42,2012-06-13,1,1,25.8
2558,15659912,6,14,19,37,39,50,2012-06-10,2,0,27.5
2557,2837713,1,17,20,22,28,32,2012-06-06,1,0,20
2556,19178039,8,13,21,27,33,36,2012-06-03,1,1,23
2555,14028885,5,20,21,39,45,52,2012-05-30,1,0,30.3
2554,19643352,8,18,22,24,32,38,2012-05-27,0,0,23.7
2553,31958306,27,33,41,47,51,54,2012-05-23,2,0,42.2
2552,10131703,4,7,19,24,31,32,2012-05-20,3,0,19.5
2551,1088493,1,5,23,43,54,55,2012-05-16,3,0,30.2
2550,17100269,7,10,31,38,40,45,2012-05-13,2,0,28.5
2549,5288858,2,11,13,20,42,43,2012-05-09,4,0,21.8
2548,13366940,5,12,35,49,52,54,2012-05-06,1,2,34.5
2547,12495971,5,7,21,27,41,54,2012-05-02,3,0,25.8
2546,19904277,8,22,31,34,36,45,2012-04-29,1,3,29.3
2545,15778485,6,15,22,28,36,45,2012-04-25,0,2,25.3
2544,27530870,15,19,36,42,44,50,2012-04-22,1,0,34.3
2543,5374925,2,11,23,27,51,53,2012-04-18,4,0,27.8
2542,769102,1,4,15,17,32,42,2012-04-15,1,0,18.5
2541,13973387,5,19,22,28,47,52,2012-04-11,3,0,28.8
2540,1142600,1,6,7,23,44,53,2012-04-08,3,0,22.3
2539,24342561,12,13,15,29,48,54,2012-04-04,2,0,28.5
2538,30846621,22,23,24,28,30,42,2012-04-01,1,1,28.2
2537,10613504,4,10,13,32,35,42,2012-03-28,1,0,22.7
2536,19964857,8,24,26,28,51,56,2012-03-25,0,1,32.2
2535,1883539,1,9,20,31,43,56,2012-03-21,2,4,26.7
2534,2759430,1,16,20,31,41,43,2012-03-18,3,0,25.3
2533,10377014,4,8,28,46,53,56,2012-03-14,1,0,32.5
2532,16029587,6,18,23,24,30,54,2012-03-11,1,0,25.8
2531,1479101,1,7,16,35,45,55,2012-03-07,1,0,26.5
2530,5379459,2,11,24,26,48,51,2012-03-04,2,0,27
2529,18518406,8,9,12,18,28,42,2012-02-29,0,0,19.5
2528,13546483,5,14,20,30,31,36,2012-02-26,2,0,22.7
2527,20422300,9,11,17,25,45,53,2012-02-22,3,1,26.7
2526,21503518,9,24,27,32,36,52,2012-02-19,0,1,30
2525,13919666,5,18,24,35,43,56,2012-02-15,2,0,30.2
2524,18638514,8,9,27,39,47,52,2012-02-12,1,0,30.3
2523,5676776,2,13,40,48,49,56,2012-02-08,2,0,34.7
2522,9525314,4,5,6,24,32,50,2012-02-05,1,0,20.2
2521,31923407,27,30,37,43,44,55,2012-02-01,2,0,39.3
2520,14634494,6,7,24,42,48,50,2012-01-29,1,1,29.5
2519,30493922,20,34,45,48,54,55,2012-01-25,0,0,42.7
2518,19965586,8,24,26,31,33,52,2012-01-22,1,1,29
2517,19851771,8,21,28,49,51,55,2012-01-18,0,1,35.3
2516,972464,1,5,11,19,25,49,2012-01-15,3,1,18.3
2515,20377969,9,11,13,20,22,32,2012-01-11,2,1,17.8
2514,22263853,10,15,17,22,40,45,2012-01-08,1,2,24.8
2513,25570544,13,15,22,23,36,38,2012-01-04,2,0,24.5
2512,25297886,12,28,31,40,52,54,2012-01-01,1,2,36.2
2511,21949806,10,12,20,21,29,54,2011-12-28,1,0,24.3
2510,30103508,19,33,35,41,45,56,2011-12-25,2,1,38.2
2509,26104086,13,23,26,29,35,36,2011-12-21,3,0,27
2508,177806,1,2,12,30,42,53,2011-12-18,2,1,23.3
2507,4616289,2,7,14,22,37,43,2011-12-14,4,0,20.8
2506,7799265,3,9,10,11,29,30,2011-12-11,3,0,15.3
2505,11897734,4,24,32,45,50,56,2011-12-07,0,0,35.2
2504,12376837,5,7,10,14,22,27,2011-12-04,2,0,14.2
2503,21453423,9,23,24,26,43,50,2011-11-30,2,0,29.2
2502,2086061,1,10,28,35,39,51,2011-11-27,0,0,27.3
2501,30301619,20,24,29,47,50,56,2011-11-23,2,2,37.7
2500,15337660,6,11,29,39,43,47,2011-11-20,4,1,29.2
2499,2669680,1,15,20,39,42,49,2011-11-16,0,1,27.7
2498,14157622,5,22,28,30,49,54,2011-11-13,1,1,31.3
2497,13029223,5,10,20,47,51,56,2011-11-09,2,1,31.5
2496,19386355,8,15,20,32,34,45,2011-11-06,0,1,25.7
2495,8740494,3,15,28,40,48,55,2011-11-02,1,2,31.5
2494,6203435,2,19,40,47,48,49,2011-10-30,3,2,34.2
2493,21675871,9,31,40,49,52,55,2011-10-26,1,1,39.3
2492,17150903,7,11,14,50,52,54,2011-10-23,2,1,31.3
2491,7644156,3,8,11,23,46,56,2011-10-19,3,0,24.5
2490,264510,1,2,22,24,28,29,2011-10-16,2,2,17.7
2489,31459972,24,28,37,47,48,52,2011-10-12,2,1,39.3
2488,31100218,22,35,39,40,49,52,2011-10-09,0,1,39.5
2487,28878046,17,21,38,48,50,52,2011-10-05,1,0,37.7
2486,9712229,4,5,22,32,35,39,2011-10-02,1,1,22.8
2485,28500929,16,27,33,35,37,40,2011-09-28,1,0,31.3
2484,20505701,9,11,38,43,45,54,2011-09-25,2,1,33.3
2483,11327024,4,15,25,32,53,54,2011-09-21,1,0,30.5
2482,31937429,27,31,39,41,49,55,2011-09-18,2,1,40.3
2481,9202959,3,22,26,31,47,56,2011-09-14,3,0,30.8
2480,2324014,1,12,19,30,42,53,2011-09-11,2,1,26.2
2479,17811836,7,16,31,32,42,45,2011-09-07,2,1,28.8
2478,28314862,16,22,24,37,52,53,2011-09-04,2,1,34
2477,7830625,3,9,12,16,17,36,2011-08-31,2,1,15.5
2476,28878273,17,21,39,41,44,49,2011-08-28,2,1,35.2
2475,22491460,10,17,25,29,51,56,2011-08-24,2,1,31.3
2474,8046967,3,10,16,33,44,48,2011-08-21,1,2,25.7
2473,21069943,9,16,39,41,44,45,2011-08-17,1,1,32.3
2472,9382583,3,27,33,39,43,51,2011-08-14,2,0,32.7
2471,17566145,7,14,19,34,35,44,2011-08-10,2,3,25.5
2470,1414888,1,7,11,19,35,42,2011-08-07,3,1,19.2
2469,1831788,1,9,14,37,40,41,2011-08-03,2,2,23.7
2468,16854158,7,9,16,24,37,54,2011-07-31,2,1,24.5
2467,25861707,13,18,34,37,46,52,2011-07-27,2,0,33.3
2466,448450,1,3,11,14,39,41,2011-07-24,3,1,18.2
2465,9305531,3,24,37,45,52,54,2011-07-20,2,1,35.8
2464,22134875,10,13,37,44,46,53,2011-07-17,3,0,33.8
2463,1218889,1,6,12,24,28,33,2011-07-13,0,0,17.3
2462,4117711,2,5,10,15,20,31,2011-07-10,3,0,13.8
2461,7252144,3,6,12,26,34,46,2011-07-06,1,0,21.2
2460,27789558,15,25,32,33,37,45,2011-07-03,1,0,31.2
2459,10554931,4,9,28,40,51,55,2011-06-29,0,1,31.2
2458,11025689,4,13,14,17,23,24,2011-06-26,3,1,15.8
2457,30271776,20,23,32,38,43,44,2011-06-22,2,1,33.3
2456,2112822,1,11,12,19,20,27,2011-06-19,2,1,15
2455,17361465,7,12,24,36,46,54,2011-06-15,1,0,29.8
2454,7721698,3,8,18,29,35,52,2011-06-12,2,0,24.2
2453,20739807,9,13,26,37,43,50,2011-06-08,3,0,29.7
2452,17938047,7,18,23,27,45,54,2011-06-05,2,1,29
2451,31686604,25,32,39,40,41,54,2011-06-01,1,1,38.5
2450,3925053,2,4,14,24,29,39,2011-05-29,2,0,18.7
2449,14950573,6,9,16,33,45,48,2011-05-25,0,0,26.2
2448,27148415,14,30,34,36,55,56,2011-05-22,0,0,37.5
2447,3553567,2,3,7,22,38,50,2011-05-18,3,1,20.3
2446,5875058,2,15,30,33,42,53,2011-05-15,2,1,29.2
2445,25794836,13,17,41,50,53,55,2011-05-11,4,2,38.2
2444,30280195,20,23,38,49,50,53,2011-05-08,2,0,38.8
2443,5638659,2,13,24,27,28,34,2011-05-04,2,0,21.3
2442,2561644,1,14,19,42,47,52,2011-05-01,2,2,29.2
2441,10111196,4,7,16,42,43,52,2011-04-27,2,1,27.3
2440,17085291,7,10,26,36,48,54,2011-04-24,1,1,30.2
2439,30732811,21,28,31,35,36,41,2011-04-20,2,1,32
2438,1054151,1,5,18,34,36,51,2011-04-17,1,0,24.2
2437,6752332,3,4,11,15,52,53,2011-04-13,3,2,23
2436,6770737,3,4,12,23,46,49,2011-04-10,2,2,22.8
2435,7755412,3,8,23,31,50,51,2011-04-06,3,0,27.7
2434,3037910,1,19,36,47,49,52,2011-04-03,2,2,34
2433,9685073,4,5,18,33,36,49,2011-03-30,1,0,24.2
2432,25700694,13,16,31,40,44,52,2011-03-27,2,0,32.7
2431,12627186,5,8,14,20,27,46,2011-03-23,1,1,20
2430,13456934,5,13,24,28,36,38,2011-03-20,2,1,24
2429,23864615,11,19,28,31,43,45,2011-03-16,4,1,29.5
2428,14657819,6,7,31,42,50,52,2011-03-13,2,0,31.3
2427,6210003,2,20,21,33,39,47,2011-03-09,2,0,27
2426,16389362,6,25,29,38,42,50,2011-03-06,1,0,31.7
2425,13277993,5,12,16,28,31,47,2011-03-02,3,0,23.2
2424,26219113,13,26,33,35,37,49,2011-02-27,2,0,32.2
2423,5834144,2,15,21,24,27,53,2011-02-23,2,2,23.7
2422,29343699,18,21,24,28,37,39,2011-02-20,1,0,27.8
2421,13250327,5,12,14,15,46,50,2011-02-16,1,0,23.7
2420,29792656,19,21,27,30,51,53,2011-02-13,2,1,33.5
2419,11779668,4,21,36,39,42,56,2011-02-09,0,0,33
2418,23526009,11,15,22,34,46,48,2011-02-06,1,0,29.3
2417,21929419,10,12,17,27,32,47,2011-02-02,2,1,24.2
2416,25867557,13,18,39,47,50,52,2011-01-30,2,0,36.5
2415,21964669,10,12,22,25,44,53,2011-01-26,1,2,27.7
2414,22615720,10,19,22,28,30,33,2011-01-23,1,1,23.7
2413,14925655,6,9,14,22,35,38,2011-01-19,0,1,20.7
2412,1944101,1,9,43,52,54,55,2011-01-16,1,0,35.7
2411,10171182,4,7,25,42,49,56,2011-01-12,1,2,30.5
2410,23495430,11,15,18,25,34,49,2011-01-09,1,0,25.3
2409,1920119,1,9,27,38,39,56,2011-01-05,0,0,28.3
2408,16388403,6,25,29,33,42,46,2011-01-02,1,1,30.2
2407,3879817,2,4,11,12,33,54,2010-12-29,2,2,19.3
2406,10247028,4,8,11,34,46,52,2010-12-26,1,1,25.8
2405,29816961,19,21,40,44,50,52,2010-12-22,1,1,37.7
2404,4001772,2,4,24,25,43,50,2010-12-19,2,0,24.7
2403,15112055,6,10,16,28,33,48,2010-12-15,0,2,23.5
2402,29602319,18,28,35,36,48,53,2010-12-12,1,0,36.3
2401,27472241,15,19,20,24,46,56,2010-12-08,1,2,30
2400,7169139,3,6,7,15,24,31,2010-12-05,3,3,14.3
2399,7496464,3,7,15,22,29,53,2010-12-01,4,1,21.5
2398,14179190,5,22,41,45,55,56,2010-11-28,2,1,37.3
2397,26074493,13,22,29,34,39,49,2010-11-24,2,0,31
2396,6874638,3,4,24,35,44,54,2010-11-21,1,0,27.3
2395,14325453,5,27,31,32,42,53,2010-11-17,3,2,31.7
2394,8914347,3,17,28,42,51,53,2010-11-14,3,0,32.3
2393,21656893,9,30,34,38,45,52,2010-11-10,0,0,34.7
2392,9165594,3,21,28,44,48,49,2010-11-07,1,1,32.2
2391,18529824,8,9,13,17,21,39,2010-11-03,2,0,17.8
2390,14394553,5,31,32,40,41,54,2010-10-31,3,1,33.8
2389,17125053,7,11,12,32,48,51,2010-10-27,2,0,26.8
2388,22637437,10,19,26,38,45,49,2010-10-24,1,1,31.2
2387,8561115,3,14,16,19,51,53,2010-10-20,3,0,26
2386,29343466,18,21,24,27,47,49,2010-10-17,1,1,31
2385,24429496,12,13,30,31,47,52,2010-10-13,3,0,30.8
2384,13037204,5,10,22,25,39,45,2010-10-10,1,1,24.3
2383,29540427,18,26,27,37,42,45,2010-10-06,1,0,32.5
2382,7535361,3,7,19,30,44,56,2010-10-03,3,0,26.5
2381,30581175,21,23,27,29,43,45,2010-09-29,3,3,31.3
2380,12155978,5,6,9,23,27,45,2010-09-26,2,0,19.2
2379,26207938,13,26,28,37,42,53,2010-09-22,3,2,33.2
2378,23432290,11,14,24,26,28,36,2010-09-19,1,1,23.2
2377,7762779,3,8,25,26,30,33,2010-09-15,1,0,20.8
2376,1307034,1,6,21,40,46,54,2010-09-12,0,0,28
2375,8390647,3,12,25,30,34,51,2010-09-08,1,0,25.8
2374,17559234,7,14,18,38,43,47,2010-09-05,3,1,27.8
2373,18030606,7,19,29,40,52,55,2010-09-01,3,0,33.7
2372,2472659,1,13,23,31,32,48,2010-08-29,3,1,24.7
2371,14721994,6,8,12,20,23,37,2010-08-25,2,0,17.7
