CONCURSO,F1,F2,F3,F4,F5,F6,F7,FECHA,PRIMOS,REPETIDOS,MEDIA
556,8,19,21,29,33,39,20,2015-09-26,2,0,24.8
555,1,9,20,27,32,36,30,2015-09-22,0,2,20.8
554,1,14,21,24,29,32,3,2015-09-19,1,0,20.2
553,2,3,8,9,12,37,33,2015-09-15,3,1,11.8
552,10,12,16,22,31,34,24,2015-09-12,1,1,20.8
551,7,10,11,13,23,26,25,2015-09-08,4,2,15
550,10,13,19,21,24,25,1,2015-09-05,2,1,18.7
549,10,14,16,22,27,28,31,2015-09-01,0,1,19.5
548,10,15,24,31,36,38,12,2015-08-29,1,0,25.7
547,1,3,12,19,30,35,37,2015-08-25,2,0,16.7
546,4,8,10,17,18,36,39,2015-08-22,1,1,15.5
545,7,20,25,26,36,37,6,2015-08-18,2,2,25.2
544,2,4,5,20,22,26,38,2015-08-15,2,0,13.2
543,9,10,16,17,18,34,15,2015-08-11,1,1,17.3
542,1,12,17,22,30,31,4,2015-08-08,2,2,18.8
541,12,19,22,24,28,38,4,2015-08-04,1,1,23.8
540,4,5,32,34,37,38,2,2015-08-01,2,1,25
539,12,20,24,28,38,39,18,2015-07-28,0,2,26.8
538,4,19,27,28,36,38,9,2015-07-25,1,1,25.3
537,7,10,23,27,31,39,16,2015-07-21,3,2,22.8
536,11,14,19,23,31,37,8,2015-07-18,5,1,22.5
535,5,15,20,21,24,31,12,2015-07-14,2,2,19.3
534,14,15,20,23,26,38,34,2015-07-11,1,1,22.7
533,5,8,17,21,26,34,10,2015-07-07,2,0,18.5
532,9,15,23,24,31,35,3,2015-07-04,2,2,22.8
531,8,9,15,19,29,39,14,2015-06-30,2,0,19.8
530,3,10,13,20,33,38,35,2015-06-27,2,2,19.5
529,10,22,23,25,33,39,20,2015-06-23,1,1,25.3
528,18,20,23,24,26,35,16,2015-06-20,1,1,24.3
527,10,25,26,30,36,38,19,2015-06-16,0,0,27.5
526,8,14,17,28,29,31,7,2015-06-13,3,2,21.2
525,4,20,22,28,31,34,7,2015-06-09,1,1,23.2
524,6,12,18,24,25,31,37,2015-06-06,1,2,19.3
523,6,14,18,32,34,36,22,2015-06-02,0,1,23.3
522,3,4,7,9,10,32,24,2015-05-30,2,2,10.8
521,7,17,20,32,34,39,22,2015-05-26,2,1,24.8
520,4,9,11,12,17,26,29,2015-05-23,2,1,13.2
519,2,15,17,31,34,38,35,2015-05-19,3,0,22.8
518,6,12,16,18,33,36,5,2015-05-16,0,1,20.2
517,2,5,16,21,25,31,28,2015-05-12,3,1,16.7
516,5,17,20,26,27,33,38,2015-05-09,2,0,21.3
515,3,7,9,25,29,32,33,2015-05-05,3,2,17.5
514,9,11,20,27,31,32,37,2015-05-02,2,0,21.7
513,4,19,26,28,34,36,8,2015-04-28,1,2,24.5
512,6,10,13,14,34,36,29,2015-04-25,1,0,18.8
511,1,24,25,29,37,38,5,2015-04-21,2,0,25.7
510,9,15,18,26,32,34,33,2015-04-18,0,1,22.3
509,5,6,11,12,22,26,31,2015-04-14,2,2,13.7
508,4,12,14,16,26,39,3,2015-04-11,0,1,18.5
507,4,5,27,29,33,36,11,2015-04-07,2,1,22.3
506,8,11,15,24,33,39,32,2015-04-04,1,1,21.7
505,3,7,15,16,32,38,5,2015-03-31,2,0,18.5
504,4,5,10,14,31,39,34,2015-03-28,2,0,17.2
503,16,21,22,25,32,33,36,2015-03-24,0,0,24.8
502,10,13,15,23,24,27,11,2015-03-21,2,1,18.7
501,2,19,23,32,35,39,29,2015-03-17,3,0,25
500,5,10,20,22,30,34,26,2015-03-14,1,0,20.2
499,3,14,17,21,23,35,29,2015-03-10,3,1,18.8
498,1,3,5,24,34,37,30,2015-03-07,3,0,17.3
497,7,8,21,28,32,38,14,2015-03-03,1,0,22.3
496,1,13,18,22,24,39,35,2015-02-28,1,0,19.5
495,4,7,8,9,11,26,37,2015-02-24,2,2,10.8
494,1,5,7,25,26,38,33,2015-02-21,2,2,17
493,14,18,25,26,29,39,9,2015-02-17,1,1,25.2
492,4,5,9,22,33,39,17,2015-02-14,1,1,18.7
491,1,8,9,14,23,26,31,2015-02-10,1,2,13.5
490,1,2,20,23,27,29,33,2015-02-07,3,0,17
489,4,9,10,35,38,39,8,2015-02-03,0,1,22.5
488,3,9,13,29,32,36,6,2015-01-31,3,0,20.3
487,10,14,18,27,33,35,26,2015-01-27,0,0,22.8
486,1,4,13,26,29,32,12,2015-01-24,2,1,17.5
485,6,15,20,24,26,39,37,2015-01-20,0,1,21.7
484,10,22,26,28,32,33,30,2015-01-17,0,2,25.2
483,2,10,11,19,33,35,8,2015-01-13,3,1,18.3
482,9,15,19,24,30,34,31,2015-01-10,1,1,21.8
481,1,2,12,13,17,24,14,2015-01-06,3,3,11.5
480,1,13,17,22,25,31,23,2015-01-03,3,1,18.2
479,10,11,21,31,34,38,24,2014-12-30,2,2,24.2
478,9,13,14,34,36,38,19,2014-12-27,1,2,24
477,8,12,14,28,34,35,6,2014-12-23,0,0,21.8
476,2,11,16,17,32,37,13,2014-12-20,4,1,19.2
475,6,11,20,25,31,39,13,2014-12-16,2,0,22
474,10,15,16,22,26,33,27,2014-12-13,0,3,20.3
473,10,11,16,17,19,26,14,2014-12-09,3,0,16.5
472,2,3,8,12,30,33,27,2014-12-06,2,0,14.7
471,1,4,5,17,24,34,6,2014-12-02,2,0,14.2
470,7,8,10,20,21,25,6,2014-11-29,1,1,15.2
469,2,6,11,12,17,21,4,2014-11-25,3,1,11.5
468,3,4,12,14,19,20,34,2014-11-22,2,2,12
467,4,14,15,21,24,31,9,2014-11-18,1,0,18.2
466,1,8,16,17,20,30,13,2014-11-15,1,0,15.3
465,10,21,23,32,34,39,29,2014-11-11,1,2,26.5
464,11,24,25,27,32,34,23,2014-11-08,1,0,25.5
463,1,3,7,12,18,37,21,2014-11-04,3,1,13
462,2,5,7,9,19,35,34,2014-11-01,4,1,12.8
461,2,10,29,31,36,37,38,2014-10-28,4,0,24.2
460,4,13,22,24,33,39,27,2014-10-25,1,1,22.5
459,10,29,30,32,33,34,38,2014-10-21,1,1,28
458,9,16,19,21,33,38,30,2014-10-18,1,0,22.7
457,8,10,11,20,22,37,14,2014-10-14,2,1,18
456,4,5,8,9,21,29,31,2014-10-11,2,1,12.7
455,1,11,12,29,33,37,32,2014-10-07,3,0,20.5
454,6,8,13,14,15,20,12,2014-10-04,1,1,12.7
453,6,17,28,30,36,38,33,2014-09-30,1,1,25.8
452,6,12,24,25,33,39,26,2014-09-27,0,1,23.2
451,5,7,14,19,21,24,33,2014-09-23,3,2,15
450,12,19,22,24,35,38,36,2014-09-20,1,2,25
449,11,12,14,22,26,36,4,2014-09-16,1,0,20.2
448,3,10,13,24,31,33,26,2014-09-13,3,3,19
447,9,10,19,24,25,33,12,2014-09-09,1,2,20
446,1,11,19,23,24,27,20,2014-09-06,3,1,17.5
445,5,11,13,16,18,26,37,2014-09-02,3,1,14.8
444,24,25,26,28,31,38,10,2014-08-30,1,1,28.7
443,4,8,9,25,34,36,24,2014-08-26,0,3,19.3
442,4,5,17,22,25,34,36,2014-08-23,2,2,17.8
441,1,2,10,17,22,38,8,2014-08-19,2,0,15
440,21,29,31,34,36,39,38,2014-08-16,2,1,31.7
439,1,6,23,25,30,34,2,2014-08-12,1,1,19.8
438,11,14,21,24,25,32,6,2014-08-09,1,0,21.2
437,9,15,19,20,26,34,22,2014-08-05,1,0,20.5
436,6,8,10,13,16,21,15,2014-08-02,1,0,12.3
435,7,12,20,22,25,34,30,2014-07-29,1,2,20
434,3,4,18,19,20,25,36,2014-07-26,2,0,14.8
433,22,23,30,32,35,37,2,2014-07-22,2,0,29.8
432,4,9,18,26,27,39,10,2014-07-19,0,3,20.5
431,2,9,13,17,26,27,28,2014-07-15,3,2,15.7
430,2,4,7,19,27,35,13,2014-07-12,3,0,15.7
429,1,13,16,17,31,34,8,2014-07-08,3,1,18.7
428,14,17,19,24,28,33,9,2014-07-05,2,1,22.5
427,4,6,13,19,25,36,17,2014-07-01,2,0,17.2
426,1,17,20,26,38,39,37,2014-06-28,1,1,23.5
425,1,12,15,18,23,27,16,2014-06-24,1,2,16
424,1,3,4,12,19,32,16,2014-06-21,2,0,11.8
423,11,14,20,21,30,33,28,2014-06-17,1,0,21.5
422,8,13,25,34,36,37,27,2014-06-14,2,1,25.5
421,8,18,24,27,28,30,23,2014-06-10,0,1,22.5
420,4,7,17,18,25,32,5,2014-06-07,2,0,17.2
419,9,22,31,33,37,39,3,2014-06-03,2,0,28.5
418,7,12,14,21,25,26,29,2014-05-31,1,1,17.5
417,5,6,12,16,19,28,27,2014-05-27,2,2,14.3
416,6,16,17,25,29,34,27,2014-05-24,2,3,21.2
415,4,5,6,12,17,25,21,2014-05-20,2,1,11.5
414,1,4,14,16,20,23,38,2014-05-17,1,0,13
413,8,22,25,27,32,36,34,2014-05-13,0,0,25
412,4,7,15,19,21,29,12,2014-05-10,3,0,15.8
411,2,12,20,35,36,39,38,2014-05-06,1,0,24
410,1,15,16,23,29,37,4,2014-05-03,3,0,20.2
409,8,14,33,34,38,39,22,2014-04-29,0,1,27.7
408,3,16,23,25,31,38,37,2014-04-26,3,0,22.7
407,8,10,14,18,32,33,17,2014-04-22,0,1,19.2
406,3,14,22,27,35,39,38,2014-04-19,1,0,23.3
405,6,13,15,16,19,38,4,2014-04-15,2,1,17.8
404,8,14,22,32,38,39,13,2014-04-12,0,1,25.5
403,7,13,16,24,37,39,28,2014-04-08,3,2,22.7
402,1,10,26,35,37,39,17,2014-04-05,1,2,24.7
401,7,10,15,24,26,31,38,2014-04-01,2,2,18.8
400,10,11,12,22,26,30,15,2014-03-29,1,0,18.5
399,3,7,8,19,20,31,38,2014-03-25,4,2,14.7
398,7,9,12,15,22,31,30,2014-03-22,2,0,16
397,11,21,26,27,33,34,38,2014-03-18,1,1,25.3
396,12,17,23,25,33,36,38,2014-03-15,2,1,24.3
395,7,13,18,30,36,37,10,2014-03-11,3,2,23.5
394,5,9,18,23,32,37,1,2014-03-08,3,1,20.7
393,8,10,23,26,33,38,25,2014-03-04,1,0,23
392,5,11,14,15,18,32,2,2014-03-01,2,2,15.8
391,1,3,9,11,20,32,17,2014-02-25,2,0,12.7
390,5,18,23,34,37,38,29,2014-02-22,3,3,25.8
389,18,24,28,31,34,37,7,2014-02-18,2,2,28.7
388,7,9,10,26,31,37,33,2014-02-15,3,3,20
387,3,6,10,16,31,37,19,2014-02-11,3,2,17.2
386,3,14,17,19,31,35,27,2014-02-08,4,2,19.8
385,19,20,22,24,27,35,7,2014-02-04,1,0,24.5
384,13,25,28,31,34,36,15,2014-02-01,2,1,27.8
383,3,8,12,22,28,39,16,2014-01-28,1,0,18.7
382,1,2,13,20,31,38,11,2014-01-25,3,2,17.5
381,4,5,13,21,38,39,19,2014-01-21,2,1,20
380,4,6,16,26,30,34,22,2014-01-18,0,1,19.3
379,4,7,14,32,37,38,16,2014-01-14,2,2,22
378,7,10,12,26,32,36,17,2014-01-11,1,1,20.5
377,3,15,18,24,27,36,23,2014-01-07,1,0,20.5
376,4,11,16,25,29,39,30,2014-01-04,2,0,20.7
375,2,12,13,18,21,34,19,2013-12-31,2,3,16.7
374,12,15,18,20,21,28,29,2013-12-28,0,3,19
373,1,2,12,18,21,25,26,2013-12-24,1,2,13.2
372,2,4,16,25,33,38,28,2013-12-21,1,0,19.7
371,11,17,18,28,31,36,33,2013-12-17,3,1,23.5
370,10,16,22,35,36,38,27,2013-12-14,0,1,26.2
369,1,8,20,21,27,36,12,2013-12-10,0,1,18.8
368,10,14,18,22,27,33,13,2013-12-07,0,1,20.7
367,14,16,17,25,26,38,15,2013-12-03,1,3,22.7
366,16,17,25,28,36,39,38,2013-11-30,1,0,26.8
365,14,18,21,29,34,38,33,2013-11-26,1,1,25.7
364,8,13,19,21,23,31,17,2013-11-23,4,1,19.2
363,6,10,11,17,23,34,37,2013-11-19,3,1,16.8
362,3,6,8,18,26,30,35,2013-11-16,1,1,15.2
361,8,20,27,29,32,39,5,2013-11-12,1,2,25.8
360,1,22,25,26,27,32,23,2013-11-09,0,1,22.2
359,5,13,17,18,32,35,8,2013-11-05,3,1,20
358,6,9,13,14,20,37,38,2013-11-02,2,0,16.5
357,1,12,16,21,28,39,24,2013-10-29,0,2,19.5
356,1,4,10,11,21,29,2,2013-10-26,2,1,12.7
355,1,2,6,8,23,31,39,2013-10-22,3,1,11.8
354,1,13,25,32,34,35,19,2013-10-19,1,0,23.3
353,7,20,23,24,28,33,12,2013-10-15,2,2,22.5
352,20,21,22,24,31,38,33,2013-10-12,1,0,26
351,11,14,27,29,32,33,13,2013-10-08,2,1,24.3
350,11,12,13,31,34,39,21,2013-10-05,3,0,23.3
349,3,6,8,17,33,38,16,2013-10-01,2,1,17.5
348,5,14,16,28,33,39,27,2013-09-28,1,1,22.5
347,3,10,21,23,25,28,22,2013-09-24,2,0,18.3
346,4,6,13,16,32,35,33,2013-09-21,1,0,17.7
345,1,3,22,29,33,34,25,2013-09-17,2,1,20.3
344,4,12,18,27,31,34,2,2013-09-14,1,0,21
343,9,21,24,33,36,37,18,2013-09-10,1,2,26.7
342,4,5,10,24,26,37,9,2013-09-07,2,1,17.7
341,12,13,15,20,26,38,1,2013-09-03,1,0,20.7
340,2,22,23,24,31,39,27,2013-08-31,3,1,23.5
339,5,18,24,25,35,38,4,2013-08-27,1,0,24.2
338,1,11,13,17,21,27,29,2013-08-24,3,1,15
337,6,12,21,24,25,36,20,2013-08-20,0,1,20.7
336,3,7,12,18,34,35,30,2013-08-17,2,0,18.2
335,8,11,17,31,36,38,37,2013-08-13,3,0,23.5
334,2,6,9,20,21,25,35,2013-08-10,1,0,13.8
333,4,8,15,19,33,35,9,2013-08-06,1,1,19
332,2,4,17,31,37,38,11,2013-08-03,4,1,21.5
331,11,13,23,32,37,39,9,2013-07-30,4,1,25.8
330,7,9,16,19,30,37,14,2013-07-27,3,1,19.7
329,1,2,10,14,19,32,8,2013-07-23,2,1,13
328,20,22,25,29,31,32,8,2013-07-20,2,1,26.5
327,3,7,14,17,24,25,37,2013-07-16,3,2,15
326,6,7,22,25,27,31,38,2013-07-13,2,1,19.7
325,5,11,20,25,26,29,14,2013-07-09,3,1,19.3
324,10,13,24,26,27,31,1,2013-07-06,2,2,21.8
323,1,7,12,24,27,29,25,2013-07-02,2,2,16.7
322,1,4,13,21,29,36,30,2013-06-29,2,2,17.3
321,9,13,18,29,35,39,34,2013-06-25,2,1,23.8
320,4,5,19,25,36,39,9,2013-06-22,2,1,21.3
319,1,7,25,31,32,37,24,2013-06-18,3,0,22.2
318,2,23,27,28,29,30,18,2013-06-15,3,1,23.2
317,4,7,19,22,30,36,33,2013-06-11,2,0,19.7
316,18,24,27,32,35,39,38,2013-06-08,0,1,29.2
315,13,21,25,29,32,37,3,2013-06-04,3,1,26.2
314,1,13,20,23,31,35,10,2013-06-01,3,0,20.5
313,6,15,25,29,37,39,13,2013-05-28,2,1,25.2
312,1,15,18,19,21,27,36,2013-05-25,1,1,16.8
311,5,12,24,27,28,35,26,2013-05-21,1,0,21.8
310,7,10,11,14,16,32,13,2013-05-18,2,1,15
309,3,5,8,14,17,33,18,2013-05-14,3,0,13.3
308,6,11,18,24,31,34,33,2013-05-11,2,1,20.7
307,4,7,14,21,34,37,26,2013-05-07,2,1,19.5
306,2,10,19,26,37,39,4,2013-05-04,3,1,22.2
305,2,11,13,20,24,35,10,2013-04-30,3,1,17.5
304,1,11,12,21,23,36,14,2013-04-27,2,0,17.3
303,3,14,16,35,37,39,30,2013-04-23,2,1,24
302,2,4,8,14,23,38,11,2013-04-20,2,1,14.8
301,5,11,22,23,31,35,7,2013-04-16,4,0,21.2
300,3,17,24,26,30,34,20,2013-04-13,2,2,22.3
299,17,18,25,31,34,35,16,2013-04-09,2,1,26.7
298,5,15,16,30,31,38,20,2013-04-06,2,1,22.5
297,2,22,27,29,31,37,13,2013-04-02,4,2,24.7
296,1,2,24,31,32,33,20,2013-03-30,2,0,20.5
295,11,15,18,26,28,38,6,2013-03-26,1,2,22.7
294,13,18,25,27,28,30,12,2013-03-23,1,0,23.5
293,2,3,12,21,29,39,23,2013-03-19,3,1,17.7
292,8,13,21,23,24,28,12,2013-03-16,2,1,19.5
291,10,14,20,27,28,32,22,2013-03-12,0,2,21.8
290,2,14,28,29,30,37,7,2013-03-09,3,0,23.3
289,1,15,19,24,32,38,28,2013-03-05,1,0,21.5
288,6,9,16,21,31,34,3,2013-03-02,1,1,19.5
287,1,4,16,22,32,33,7,2013-02-26,0,1,18
286,6,7,8,10,16,27,29,2013-02-23,1,1,12.3
285,2,7,15,17,25,37,29,2013-02-19,4,1,17.2
284,1,2,3,13,18,19,15,2013-02-16,4,2,9.3
283,1,3,25,29,35,37,7,2013-02-12,3,1,21.7
282,8,16,17,21,26,37,23,2013-02-09,2,1,20.8
281,14,15,19,21,24,35,31,2013-02-05,1,0,21.3
280,2,6,9,17,30,36,25,2013-02-02,2,0,16.7
279,3,15,21,25,26,32,22,2013-01-29,1,0,20.3
278,11,18,33,34,35,36,2,2013-01-26,1,2,27.8
277,8,11,19,22,34,37,25,2013-01-22,3,0,21.8
276,4,14,15,26,33,39,6,2013-01-19,0,0,21.8
275,3,17,30,31,37,38,35,2013-01-15,4,0,26
274,10,19,25,28,32,39,3,2013-01-12,1,1,25.5
273,5,10,17,24,27,37,19,2013-01-08,3,1,20
272,1,5,19,26,31,34,13,2013-01-05,3,1,19.3
271,5,7,8,12,23,36,14,2013-01-01,3,2,15.2
270,5,12,15,18,32,37,25,2012-12-29,2,2,19.8
269,4,8,14,15,29,37,2,2012-12-25,2,1,17.8
268,1,2,10,23,28,37,19,2012-12-22,3,2,16.8
267,7,9,23,24,28,29,33,2012-12-18,3,0,20
266,4,6,13,25,33,36,16,2012-12-15,1,2,19.5
265,5,6,13,14,29,32,2,2012-12-11,3,1,16.5
264,7,14,15,20,35,37,12,2012-12-08,2,1,21.3
263,6,9,30,35,38,39,8,2012-12-04,0,1,26.2
262,4,5,20,27,30,32,14,2012-12-01,1,0,19.7
261,16,25,29,34,36,38,31,2012-11-27,1,1,29.7
260,5,6,19,21,25,33,10,2012-11-24,2,0,18.2
259,2,7,12,20,34,35,11,2012-11-20,2,0,18.3
258,9,11,16,17,26,28,38,2012-11-17,2,1,17.8
257,3,8,13,16,19,25,31,2012-11-13,3,2,14
256,3,5,7,13,15,37,2,2012-11-10,5,0,13.3
255,8,16,24,30,32,34,38,2012-11-06,0,0,24
254,2,4,12,14,19,33,6,2012-11-03,2,2,14
253,4,9,14,17,31,34,25,2012-10-30,2,0,18.2
252,3,19,20,25,37,39,6,2012-10-27,3,1,23.8
251,1,16,19,32,35,36,14,2012-10-23,1,3,23.2
250,4,6,16,32,36,39,14,2012-10-20,0,1,22.2
249,6,11,14,24,37,38,4,2012-10-16,2,1,21.7
248,4,5,7,14,15,26,36,2012-10-13,2,1,11.8
247,4,9,24,25,36,39,17,2012-10-09,0,1,22.8
246,10,14,15,31,33,36,29,2012-10-06,1,1,23.2
245,4,18,25,26,36,37,15,2012-10-02,1,1,24.3
244,2,13,17,18,24,38,37,2012-09-29,3,1,18.7
243,8,12,20,24,25,36,3,2012-09-25,0,1,20.8
242,3,13,17,20,22,34,25,2012-09-22,3,1,18.2
241,2,17,23,30,33,38,18,2012-09-18,3,0,23.8
240,10,18,21,27,35,39,8,2012-09-15,0,2,25
239,2,3,18,30,31,39,32,2012-09-11,3,0,20.5
238,6,9,12,19,20,32,11,2012-09-08,1,1,16.3
237,5,6,10,16,29,38,30,2012-09-04,2,1,17.3
236,9,16,20,22,24,27,28,2012-09-01,0,1,19.7
235,6,16,18,19,30,37,38,2012-08-28,2,0,21
234,2,3,4,25,34,39,8,2012-08-25,2,0,17.8
233,17,24,27,32,36,38,15,2012-08-21,1,0,29
232,7,8,13,16,29,35,9,2012-08-18,3,0,18
231,1,4,11,20,26,37,38,2012-08-14,2,1,16.5
230,4,15,18,23,29,34,25,2012-08-11,2,1,20.5
229,13,15,16,17,24,33,31,2012-08-07,2,2,19.7
228,1,6,14,15,33,36,22,2012-08-04,0,1,17.5
227,16,21,25,29,34,36,10,2012-07-31,1,1,26.8
226,7,10,13,25,30,38,22,2012-07-28,2,1,20.5
225,1,2,7,20,21,33,6,2012-07-24,2,0,14
224,4,9,12,17,18,37,20,2012-07-21,2,2,16.2
223,1,8,10,12,20,37,39,2012-07-17,1,1,14.7
222,8,16,17,18,25,38,4,2012-07-14,1,1,20.3
221,7,8,13,27,33,35,4,2012-07-10,2,0,20.5
220,3,9,26,29,38,39,14,2012-07-07,2,0,24
219,4,15,19,27,28,36,7,2012-07-03,1,0,21.5
218,3,7,11,14,21,24,2,2012-06-30,3,0,13.3
217,6,13,20,29,35,37,5,2012-06-26,3,2,23.3
216,3,4,18,21,29,35,37,2012-06-23,2,0,18.3
215,6,9,17,20,37,39,1,2012-06-19,2,3,21.3
214,3,6,9,24,38,39,36,2012-06-16,1,0,19.8
213,13,17,18,21,26,34,27,2012-06-12,2,1,21.5
212,6,7,14,16,21,35,36,2012-06-09,1,1,16.5
211,7,12,18,27,28,29,4,2012-06-05,2,1,20.2
210,8,15,18,19,20,30,2,2012-06-02,1,1,18.3
209,3,11,16,20,29,36,8,2012-05-29,3,0,19.2
208,12,21,28,31,33,35,39,2012-05-26,1,0,26.7
207,7,20,22,23,24,38,29,2012-05-22,2,1,22.3
206,23,29,30,32,34,37,22,2012-05-19,3,1,30.8
205,8,9,15,16,22,29,3,2012-05-15,1,0,16.5
204,2,6,7,12,30,37,4,2012-05-12,3,1,15.7
203,6,8,9,15,34,35,25,2012-05-08,0,1,17.8
202,5,7,19,23,32,35,1,2012-05-05,4,2,20.2
201,7,15,16,17,20,32,26,2012-05-01,2,1,17.8
200,9,20,22,27,37,38,30,2012-04-28,1,0,25.5
199,3,14,23,24,25,26,35,2012-04-24,2,0,19.2
198,5,6,9,10,15,35,32,2012-04-21,1,0,13.3
197,3,18,28,30,32,36,33,2012-04-17,1,1,24.5
196,7,8,11,15,19,30,33,2012-04-14,3,2,15
195,15,19,23,24,29,33,3,2012-04-10,3,0,23.8
194,5,8,11,13,18,25,4,2012-04-07,3,2,13.3
193,11,16,18,30,32,33,14,2012-04-03,1,0,23.3
192,2,10,24,27,28,36,39,2012-03-31,1,1,21.2
191,1,16,23,26,28,34,12,2012-03-27,1,2,21.3
190,5,12,28,29,34,36,39,2012-03-24,2,2,24
189,5,6,10,15,29,35,9,2012-03-20,2,2,16.7
188,10,12,14,31,34,35,11,2012-03-17,1,0,22.7
187,3,7,21,27,29,37,15,2012-03-13,4,2,20.7
186,1,7,22,29,30,38,8,2012-03-10,2,0,21.2
185,8,10,12,17,19,33,16,2012-03-06,2,1,16.5
184,3,9,10,15,22,29,31,2012-03-03,2,1,14.7
183,2,10,13,18,24,34,19,2012-02-28,2,0,16.8
182,9,14,16,20,27,33,38,2012-02-25,0,1,19.8
181,4,7,9,12,21,37,39,2012-02-21,2,1,15
180,1,4,10,26,27,34,15,2012-02-18,0,1,17
179,4,16,23,24,28,37,1,2012-02-14,2,1,22
178,6,13,15,36,37,39,26,2012-02-11,2,0,24.3
177,2,14,16,19,32,38,1,2012-02-07,2,1,20.2
176,3,5,19,24,31,33,39,2012-02-04,4,2,19.2
175,1,17,19,29,31,35,4,2012-01-31,4,1,22
174,1,11,14,21,24,27,17,2012-01-28,1,0,16.3
173,2,9,12,16,17,26,36,2012-01-24,2,2,13.7
172,1,2,5,17,20,25,22,2012-01-21,3,0,11.7
171,3,8,19,21,28,31,25,2012-01-17,3,1,18.3
170,4,6,21,22,25,35,27,2012-01-14,0,1,18.8
169,2,3,4,24,26,32,7,2012-01-10,2,2,15.2
168,2,9,16,24,37,39,11,2012-01-07,2,1,21.2
167,3,16,22,23,31,33,28,2012-01-03,3,1,21.3
166,3,4,15,25,29,38,19,2011-12-31,2,2,19
165,4,18,19,21,34,38,27,2011-12-27,1,0,22.3
164,1,2,20,24,32,33,28,2011-12-24,1,0,18.7
163,6,11,13,21,25,36,19,2011-12-20,2,2,18.7
162,11,15,19,21,24,28,34,2011-12-17,2,1,19.7
161,3,17,20,24,33,36,6,2011-12-13,2,5,22.2
160,3,20,24,33,35,36,10,2011-12-10,1,0,25.2
159,1,6,12,26,30,37,19,2011-12-06,1,1,18.7
158,1,10,13,17,18,19,35,2011-12-03,3,1,13
157,17,21,26,28,36,37,31,2011-11-29,2,1,27.5
156,5,6,23,25,26,27,35,2011-11-26,2,1,18.7
155,4,16,25,33,37,39,30,2011-11-22,1,1,25.7
154,1,4,5,18,35,38,36,2011-11-19,1,1,16.8
153,9,18,19,32,34,39,13,2011-11-15,1,1,25.2
152,10,12,15,24,26,39,34,2011-11-12,0,0,21
151,5,7,11,17,23,32,36,2011-11-08,5,0,15.8
150,4,19,22,27,30,33,28,2011-11-05,1,2,22.5
149,2,7,9,30,32,33,13,2011-11-01,2,1,18.8
148,8,13,16,24,27,33,9,2011-10-29,1,1,20.2
147,8,12,15,21,36,38,35,2011-10-25,0,1,21.7
146,5,10,15,16,27,33,3,2011-10-22,1,1,17.7
145,2,14,15,17,22,28,21,2011-10-18,2,1,16.3
144,4,12,17,21,30,38,25,2011-10-15,1,0,20.3
143,6,8,10,22,26,28,30,2011-10-11,0,0,16.7
142,3,4,7,18,31,35,22,2011-10-08,3,1,16.3
141,16,17,23,26,31,37,12,2011-10-04,4,1,25
140,16,19,21,27,36,38,14,2011-10-01,1,1,26.2
139,2,7,9,11,38,39,27,2011-09-27,3,1,17.7
138,1,6,9,26,28,34,17,2011-09-24,0,2,17.3
137,2,9,17,20,23,34,39,2011-09-20,3,0,17.5
136,1,7,18,22,26,35,34,2011-09-17,1,1,18.2
135,1,6,23,24,28,29,12,2011-09-13,2,0,18.5
134,8,16,17,18,31,35,32,2011-09-10,2,1,20.8
133,8,15,26,28,37,39,4,2011-09-06,1,1,25.5
132,1,13,22,23,28,35,18,2011-09-03,2,1,20.3
131,2,11,13,17,24,37,18,2011-08-30,5,1,17.3
130,1,8,18,22,36,37,34,2011-08-27,1,1,20.3
129,2,14,18,23,32,38,5,2011-08-23,2,1,21.2
128,7,11,12,16,38,39,19,2011-08-20,2,2,20.5
127,9,12,15,16,20,21,13,2011-08-16,0,1,15.5
126,1,15,24,28,31,37,29,2011-08-13,2,1,22.7
125,14,15,27,32,33,35,3,2011-08-09,0,1,26
124,1,5,15,16,17,30,3,2011-08-06,2,1,14
123,2,11,12,29,30,34,18,2011-08-02,3,3,19.7
122,2,9,11,25,30,33,6,2011-07-30,2,2,18.3
121,9,14,18,24,28,33,22,2011-07-26,0,0,21
120,16,25,30,32,38,39,33,2011-07-23,0,1,30
119,4,12,20,22,25,26,24,2011-07-19,0,0,18.2
118,3,14,17,23,31,33,15,2011-07-16,4,1,20.2
117,5,12,15,20,23,32,24,2011-07-12,2,0,17.8
116,3,8,10,11,19,28,31,2011-07-09,3,1,13.2
115,11,15,18,21,25,34,1,2011-07-05,1,0,20.7
114,6,16,20,30,31,33,2,2011-07-02,1,1,22.7
113,2,6,8,10,24,38,16,2011-06-28,1,2,14.7
112,6,7,8,17,32,36,4,2011-06-25,2,0,17.7
111,2,15,27,28,31,37,18,2011-06-21,3,2,23.3
110,9,15,23,28,32,36,19,2011-06-18,1,1,23.8
109,2,7,8,11,33,36,18,2011-06-14,3,1,16.2
108,9,10,11,25,32,38,30,2011-06-11,1,0,20.8
107,12,14,16,17,28,30,24,2011-06-07,1,1,19.5
106,2,5,7,17,23,29,22,2011-06-04,6,0,13.8
105,14,16,20,24,37,38,35,2011-05-31,1,2,24.8
104,9,16,19,25,32,38,8,2011-05-28,1,1,23.2
