NPRODUCTO,CONCURSO,R1,R2,R3,R4,R5,FECHA,PRIMOS
60,19033,4,2,4,3,6,2016-04-08,2
60,19032,0,8,4,0,6,2016-04-08,0
60,19031,8,1,5,0,0,2016-04-07,1
60,19030,2,4,0,6,4,2016-04-07,1
60,19029,6,8,0,8,0,2016-04-07,0
60,19028,9,1,7,0,2,2016-04-06,2
60,19027,1,1,3,9,0,2016-04-06,1
60,19026,1,2,9,0,6,2016-04-06,1
60,19025,5,3,7,2,7,2016-04-05,5
60,19024,6,0,3,2,8,2016-04-05,2
60,19023,9,8,5,6,5,2016-04-05,2
60,19022,9,6,0,2,7,2016-04-04,2
60,19021,6,4,7,3,6,2016-04-04,2
60,19020,2,1,5,4,4,2016-04-04,2
60,19019,3,0,8,1,1,2016-04-03,1
60,19018,2,9,6,0,9,2016-04-03,1
60,19017,8,7,8,8,6,2016-04-03,1
60,19016,7,2,8,2,2,2016-04-02,4
60,19015,0,4,4,7,0,2016-04-02,1
60,19014,6,0,5,3,6,2016-04-02,2
60,19013,9,3,3,0,1,2016-04-01,2
60,19012,8,2,4,7,6,2016-04-01,2
60,19011,6,4,2,9,7,2016-04-01,2
60,19010,6,6,4,0,0,2016-03-31,0
60,19009,7,3,5,7,3,2016-03-31,5
60,19008,2,3,2,1,2,2016-03-31,4
60,19007,6,2,7,7,8,2016-03-30,3
60,19006,6,4,8,8,3,2016-03-30,1
60,19005,9,9,5,6,9,2016-03-30,1
60,19004,7,2,6,9,3,2016-03-29,3
60,19003,7,8,7,8,7,2016-03-29,3
60,19002,4,7,7,5,6,2016-03-29,3
60,19001,6,5,9,7,7,2016-03-28,3
60,19000,3,6,3,5,9,2016-03-28,3
60,18999,2,4,7,3,3,2016-03-28,4
60,18998,1,6,1,5,6,2016-03-27,1
60,18997,1,1,3,7,5,2016-03-27,3
60,18996,5,4,8,4,5,2016-03-27,2
60,18995,0,2,3,5,0,2016-03-26,3
60,18994,3,0,8,7,0,2016-03-26,2
60,18993,2,2,3,5,2,2016-03-26,5
60,18992,2,3,8,6,1,2016-03-25,2
60,18991,0,7,8,7,3,2016-03-25,3
60,18990,6,3,4,7,1,2016-03-25,2
60,18989,3,3,0,5,7,2016-03-24,4
60,18988,1,3,6,9,5,2016-03-24,2
60,18987,4,0,2,3,7,2016-03-24,3
60,18986,5,3,9,2,5,2016-03-23,4
60,18985,8,8,3,4,7,2016-03-23,2
60,18984,8,0,7,3,8,2016-03-23,2
60,18983,2,7,9,6,6,2016-03-22,2
60,18982,3,8,6,2,6,2016-03-22,2
60,18981,8,4,8,3,8,2016-03-22,1
60,18980,1,8,0,5,8,2016-03-21,1
60,18979,2,0,6,0,1,2016-03-21,1
60,18978,1,1,9,0,9,2016-03-21,0
60,18977,8,3,8,5,3,2016-03-20,3
60,18976,5,1,4,2,7,2016-03-20,3
60,18975,9,3,0,6,1,2016-03-20,1
60,18974,3,1,9,1,1,2016-03-19,1
60,18973,6,5,1,9,3,2016-03-19,2
60,18972,1,2,2,7,2,2016-03-19,4
60,18971,3,4,8,1,6,2016-03-18,1
60,18970,5,9,8,4,0,2016-03-18,1
60,18969,3,6,5,9,1,2016-03-18,2
60,18968,9,6,6,6,7,2016-03-17,1
60,18967,1,0,0,8,7,2016-03-17,1
60,18966,4,4,4,3,7,2016-03-17,2
60,18965,7,9,4,0,2,2016-03-16,2
60,18964,3,6,5,2,4,2016-03-16,3
60,18963,3,2,1,3,6,2016-03-16,3
60,18962,9,1,7,5,5,2016-03-15,3
60,18961,2,5,4,4,9,2016-03-15,2
60,18960,8,4,5,8,6,2016-03-15,1
60,18959,9,5,7,5,4,2016-03-14,3
60,18958,5,4,8,1,8,2016-03-14,1
60,18957,6,1,4,9,2,2016-03-14,1
60,18956,1,5,1,2,8,2016-03-13,2
60,18955,2,2,9,1,8,2016-03-13,2
60,18954,3,9,6,6,3,2016-03-13,2
60,18953,8,8,4,3,1,2016-03-12,1
60,18952,1,6,6,9,0,2016-03-12,0
60,18951,8,8,1,7,1,2016-03-12,1
60,18950,0,9,5,1,1,2016-03-11,1
60,18949,0,1,9,2,8,2016-03-11,1
60,18948,9,1,8,7,6,2016-03-11,1
60,18947,7,7,2,3,8,2016-03-10,4
60,18946,0,9,8,2,7,2016-03-10,2
60,18945,6,2,3,8,5,2016-03-10,3
60,18944,5,6,9,2,2,2016-03-09,3
60,18943,0,6,3,5,7,2016-03-09,3
60,18942,7,2,4,0,1,2016-03-09,2
60,18941,0,8,4,8,1,2016-03-08,0
60,18940,1,5,5,3,1,2016-03-08,3
60,18939,2,4,2,3,5,2016-03-08,4
60,18938,9,3,5,1,8,2016-03-07,2
60,18937,4,9,2,6,4,2016-03-07,1
60,18936,6,3,9,0,3,2016-03-07,2
60,18935,6,4,3,2,4,2016-03-06,2
60,18934,4,6,3,4,7,2016-03-06,2
60,18933,9,7,6,8,4,2016-03-06,1
60,18932,0,4,9,2,4,2016-03-05,1
60,18931,5,1,0,8,7,2016-03-05,2
60,18930,4,8,6,1,8,2016-03-05,0
60,18929,6,6,9,0,7,2016-03-04,1
60,18928,3,3,1,2,3,2016-03-04,4
60,18927,3,4,7,9,7,2016-03-04,3
60,18926,1,8,9,2,2,2016-03-03,2
60,18925,9,1,0,7,4,2016-03-03,1
60,18924,8,9,6,8,8,2016-03-03,0
60,18923,8,6,0,1,6,2016-03-02,0
60,18922,6,0,9,3,1,2016-03-02,1
60,18921,6,3,0,8,1,2016-03-02,1
60,18920,0,5,4,6,0,2016-03-01,1
60,18919,6,8,6,6,7,2016-03-01,1
60,18918,2,9,3,5,7,2016-03-01,4
60,18917,6,0,8,6,3,2016-02-29,1
60,18916,6,3,2,0,8,2016-02-29,2
60,18915,8,4,8,4,5,2016-02-29,1
60,18914,0,7,7,5,2,2016-02-28,4
60,18913,4,6,4,4,4,2016-02-28,0
60,18912,1,0,2,6,6,2016-02-28,1
60,18911,3,1,8,9,0,2016-02-27,1
60,18910,3,6,5,9,9,2016-02-27,2
60,18909,3,0,0,9,1,2016-02-27,1
60,18908,2,1,3,9,5,2016-02-26,3
60,18907,5,7,6,2,4,2016-02-26,3
60,18906,3,2,5,5,7,2016-02-26,5
60,18905,0,0,3,0,0,2016-02-25,1
60,18904,9,9,9,1,3,2016-02-25,1
60,18903,3,4,4,2,3,2016-02-25,3
60,18902,5,5,6,2,9,2016-02-24,3
60,18901,7,0,7,3,2,2016-02-24,4
60,18900,9,6,0,4,8,2016-02-24,0
60,18899,9,3,9,5,3,2016-02-23,3
60,18898,7,7,9,9,8,2016-02-23,2
60,18897,5,3,8,9,5,2016-02-23,3
60,18896,8,0,6,9,1,2016-02-22,0
60,18895,9,6,0,5,7,2016-02-22,2
60,18894,3,6,4,9,1,2016-02-22,1
60,18893,7,9,2,9,8,2016-02-21,2
60,18892,9,6,4,4,3,2016-02-21,1
60,18891,6,9,1,0,1,2016-02-21,0
60,18890,5,7,7,0,2,2016-02-20,4
60,18889,3,9,6,7,8,2016-02-20,2
60,18888,7,0,3,7,8,2016-02-20,3
60,18887,7,6,8,5,7,2016-02-19,3
60,18886,8,9,9,3,5,2016-02-19,2
60,18885,1,6,0,3,3,2016-02-19,2
60,18884,2,3,8,3,5,2016-02-18,4
60,18883,8,5,0,0,4,2016-02-18,1
60,18882,6,8,7,4,5,2016-02-18,2
60,18881,5,7,0,9,4,2016-02-17,2
60,18880,6,7,0,3,6,2016-02-17,2
60,18879,7,0,1,6,7,2016-02-17,2
60,18878,2,3,5,5,5,2016-02-16,5
60,18877,4,7,2,3,5,2016-02-16,4
60,18876,6,1,4,7,5,2016-02-16,2
60,18875,9,0,2,4,4,2016-02-15,1
60,18874,8,5,6,8,7,2016-02-15,2
60,18873,6,3,0,9,5,2016-02-15,2
60,18872,8,1,0,3,7,2016-02-14,2
60,18871,8,8,1,9,8,2016-02-14,0
60,18870,2,4,8,0,4,2016-02-14,1
60,18869,0,6,3,4,7,2016-02-13,2
60,18868,7,5,3,8,9,2016-02-13,3
60,18867,6,0,7,1,6,2016-02-13,1
60,18866,9,8,1,4,8,2016-02-12,0
60,18865,6,9,2,1,8,2016-02-12,1
60,18864,5,9,7,2,7,2016-02-12,4
60,18863,5,4,0,0,0,2016-02-11,1
60,18862,2,1,7,4,6,2016-02-11,2
60,18861,4,9,7,5,8,2016-02-11,2
60,18860,9,5,5,0,3,2016-02-10,3
60,18859,3,1,4,6,8,2016-02-10,1
60,18858,6,1,3,3,1,2016-02-10,2
60,18857,4,5,5,0,2,2016-02-09,3
60,18856,7,4,9,4,9,2016-02-09,1
60,18855,7,4,2,3,7,2016-02-09,4
60,18854,5,9,6,9,8,2016-02-08,1
60,18853,4,2,0,5,8,2016-02-08,2
60,18852,8,8,4,1,7,2016-02-08,1
60,18851,7,6,2,3,1,2016-02-07,3
60,18850,0,1,4,3,8,2016-02-07,1
60,18849,5,0,2,0,9,2016-02-07,2
60,18848,5,7,8,5,4,2016-02-06,3
60,18847,3,5,8,6,8,2016-02-06,2
60,18846,0,5,9,8,4,2016-02-06,1
60,18845,7,4,4,0,6,2016-02-05,1
60,18844,6,3,5,7,4,2016-02-05,3
60,18843,2,7,5,5,7,2016-02-05,5
60,18842,3,1,9,8,5,2016-02-04,2
60,18841,4,3,6,9,6,2016-02-04,1
60,18840,7,6,4,0,2,2016-02-04,2
60,18839,3,9,6,1,0,2016-02-03,1
60,18838,3,3,7,4,1,2016-02-03,3
60,18837,3,2,7,3,4,2016-02-03,4
60,18836,3,7,9,0,0,2016-02-02,2
60,18835,8,0,8,4,6,2016-02-02,0
60,18834,1,8,4,4,9,2016-02-02,0
60,18833,4,5,7,4,4,2016-02-01,2
60,18832,9,7,4,5,1,2016-02-01,2
60,18831,1,3,4,9,7,2016-02-01,2
60,18830,5,8,2,8,9,2016-01-31,2
60,18829,6,9,3,9,6,2016-01-31,1
60,18828,6,5,5,1,6,2016-01-31,2
60,18827,5,0,8,5,1,2016-01-30,2
60,18826,2,7,5,1,1,2016-01-30,3
60,18825,8,5,0,5,3,2016-01-30,3
60,18824,8,3,7,8,6,2016-01-29,2
60,18823,5,5,9,7,4,2016-01-29,3
60,18822,2,2,1,0,5,2016-01-29,3
60,18821,0,4,2,7,6,2016-01-28,2
60,18820,2,8,9,8,4,2016-01-28,1
60,18819,4,9,3,5,0,2016-01-28,2
60,18818,9,7,0,1,9,2016-01-27,1
60,18817,0,1,8,2,0,2016-01-27,1
60,18816,6,6,5,8,7,2016-01-27,2
60,18815,6,3,1,3,6,2016-01-26,2
60,18814,9,0,1,4,0,2016-01-26,0
60,18813,2,0,9,7,2,2016-01-26,3
60,18812,4,9,6,4,4,2016-01-25,0
60,18811,2,9,4,9,3,2016-01-25,2
60,18810,3,2,2,0,6,2016-01-25,3
60,18809,6,0,7,9,0,2016-01-24,1
60,18808,0,8,3,6,6,2016-01-24,1
60,18807,4,4,5,8,1,2016-01-24,1
60,18806,4,4,0,4,0,2016-01-23,0
60,18805,1,6,4,7,4,2016-01-23,1
60,18804,9,0,3,7,3,2016-01-23,3
60,18803,7,5,5,3,9,2016-01-22,4
60,18802,5,7,6,6,8,2016-01-22,2
60,18801,1,2,4,3,0,2016-01-22,2
60,18800,1,0,2,7,8,2016-01-21,2
60,18799,4,7,4,9,6,2016-01-21,1
60,18798,3,9,4,1,6,2016-01-21,1
60,18797,3,8,4,2,2,2016-01-20,3
60,18796,7,3,4,6,3,2016-01-20,3
60,18795,0,1,4,3,9,2016-01-20,1
60,18794,3,5,1,9,0,2016-01-19,2
60,18793,0,2,8,1,5,2016-01-19,2
60,18792,5,5,3,7,1,2016-01-19,4
60,18791,1,6,6,8,8,2016-01-18,0
60,18790,5,0,7,8,1,2016-01-18,2
60,18789,1,3,1,5,8,2016-01-18,2
60,18788,8,1,2,1,0,2016-01-17,1
60,18787,6,7,8,8,4,2016-01-17,1
60,18786,6,9,7,1,1,2016-01-17,1
60,18785,0,9,5,5,5,2016-01-16,3
60,18784,5,8,9,2,4,2016-01-16,2
60,18783,3,0,1,7,2,2016-01-16,3
60,18782,6,3,3,8,5,2016-01-15,3
60,18781,7,6,7,6,7,2016-01-15,3
60,18780,7,0,2,8,6,2016-01-15,2
60,18779,5,0,9,3,9,2016-01-14,2
60,18778,8,2,9,0,4,2016-01-14,1
60,18777,4,7,2,4,3,2016-01-14,3
60,18776,2,3,8,1,3,2016-01-13,3
60,18775,6,4,5,6,2,2016-01-13,2
60,18774,0,2,8,8,9,2016-01-13,1
60,18773,3,9,9,5,1,2016-01-12,2
60,18772,3,7,2,5,7,2016-01-12,5
60,18771,2,8,7,8,9,2016-01-12,2
60,18770,8,7,8,4,9,2016-01-11,1
60,18769,6,2,7,3,1,2016-01-11,3
60,18768,7,5,1,6,1,2016-01-11,2
60,18767,8,3,8,6,2,2016-01-10,2
60,18766,4,0,3,9,8,2016-01-10,1
60,18765,7,3,1,2,8,2016-01-10,3
60,18764,6,2,5,7,9,2016-01-09,3
60,18763,6,2,9,3,2,2016-01-09,3
60,18762,0,8,5,6,5,2016-01-09,2
60,18761,0,0,6,4,3,2016-01-08,1
60,18760,8,1,7,5,8,2016-01-08,2
60,18759,5,7,0,3,4,2016-01-08,3
60,18758,8,8,6,3,7,2016-01-07,2
60,18757,6,7,7,1,4,2016-01-07,2
60,18756,9,3,8,4,3,2016-01-07,2
60,18755,4,3,1,4,8,2016-01-06,1
60,18754,5,6,9,3,4,2016-01-06,2
60,18753,3,1,0,0,9,2016-01-06,1
60,18752,6,5,5,7,0,2016-01-05,3
60,18751,4,4,9,7,7,2016-01-05,2
60,18750,9,7,8,7,6,2016-01-05,2
60,18749,1,6,0,6,9,2016-01-04,0
60,18748,7,0,6,4,2,2016-01-04,2
60,18747,3,8,8,5,3,2016-01-04,3
60,18746,0,8,2,0,2,2016-01-03,2
60,18745,3,0,3,9,7,2016-01-03,3
60,18744,5,2,4,0,1,2016-01-03,2
60,18743,0,1,6,0,0,2016-01-02,0
60,18742,7,6,0,7,5,2016-01-02,3
60,18741,2,1,1,5,7,2016-01-02,3
60,18740,5,3,1,0,5,2016-01-01,3
60,18739,0,9,0,0,5,2016-01-01,1
60,18738,4,0,8,5,0,2016-01-01,1
60,18737,8,8,3,4,2,2015-12-31,2
60,18736,1,6,7,6,1,2015-12-31,1
60,18735,0,0,1,7,6,2015-12-31,1
60,18734,8,8,5,8,2,2015-12-30,2
60,18733,9,4,8,8,3,2015-12-30,1
60,18732,4,7,6,9,4,2015-12-30,1
60,18731,8,4,3,6,3,2015-12-29,2
60,18730,4,8,6,7,1,2015-12-29,1
60,18729,8,4,3,7,0,2015-12-29,2
60,18728,5,7,3,6,1,2015-12-28,3
60,18727,2,3,8,4,2,2015-12-28,3
60,18726,1,1,6,1,5,2015-12-28,1
60,18725,6,7,9,4,0,2015-12-27,1
60,18724,4,3,1,0,1,2015-12-27,1
60,18723,8,6,0,6,9,2015-12-27,0
60,18722,6,1,8,2,7,2015-12-26,2
60,18721,2,0,3,3,2,2015-12-26,4
60,18720,4,5,7,4,4,2015-12-26,2
60,18719,4,2,7,9,3,2015-12-25,3
60,18718,9,6,8,8,1,2015-12-25,0
60,18717,2,2,0,3,5,2015-12-25,4
60,18716,4,5,8,2,8,2015-12-24,2
60,18715,8,6,4,2,7,2015-12-24,2
60,18714,6,9,0,1,4,2015-12-24,0
60,18713,3,8,7,4,8,2015-12-23,2
60,18712,3,4,6,8,9,2015-12-23,1
60,18711,0,3,3,6,4,2015-12-23,2
60,18710,2,6,4,3,0,2015-12-22,2
60,18709,6,9,5,5,2,2015-12-22,3
60,18708,9,1,7,1,9,2015-12-22,1
60,18707,3,5,9,7,7,2015-12-21,4
60,18706,2,0,5,9,7,2015-12-21,3
60,18705,2,2,4,3,9,2015-12-21,3
60,18704,0,8,8,9,4,2015-12-20,0
60,18703,4,3,3,2,1,2015-12-20,3
60,18702,7,6,2,4,2,2015-12-20,3
60,18701,9,6,4,6,5,2015-12-19,1
60,18700,4,1,8,0,0,2015-12-19,0
60,18699,3,4,2,9,7,2015-12-19,3
60,18698,1,0,2,5,9,2015-12-18,2
60,18697,0,5,4,2,0,2015-12-18,2
60,18696,5,7,0,6,8,2015-12-18,2
60,18695,1,0,8,8,4,2015-12-17,0
60,18694,4,9,4,9,5,2015-12-17,1
60,18693,0,8,2,1,8,2015-12-17,1
60,18692,0,6,4,9,4,2015-12-16,0
60,18691,4,7,4,2,0,2015-12-16,2
60,18690,6,4,4,3,2,2015-12-16,2
60,18689,3,9,5,9,7,2015-12-15,3
60,18688,3,8,8,9,4,2015-12-15,1
60,18687,0,6,5,3,9,2015-12-15,2
60,18686,2,8,2,1,2,2015-12-14,3
60,18685,1,9,8,0,3,2015-12-14,1
60,18684,0,8,1,7,0,2015-12-14,1
60,18683,1,6,7,2,9,2015-12-13,2
60,18682,0,8,7,0,1,2015-12-13,1
60,18681,1,7,6,7,8,2015-12-13,2
60,18680,1,1,5,3,7,2015-12-12,3
60,18679,3,7,2,8,4,2015-12-12,3
60,18678,9,2,3,0,7,2015-12-12,3
60,18677,9,2,9,6,5,2015-12-11,2
60,18676,6,3,0,3,1,2015-12-11,2
60,18675,0,1,8,3,0,2015-12-11,1
60,18674,7,2,4,0,8,2015-12-10,2
60,18673,3,4,4,3,3,2015-12-10,3
60,18672,6,9,6,3,3,2015-12-10,2
60,18671,7,5,0,3,3,2015-12-09,4
60,18670,5,2,2,8,1,2015-12-09,3
60,18669,0,6,8,5,8,2015-12-09,1
60,18668,9,8,7,9,1,2015-12-08,1
60,18667,7,0,0,7,5,2015-12-08,3
60,18666,1,0,3,0,2,2015-12-08,2
60,18665,3,9,4,6,0,2015-12-07,1
60,18664,4,4,4,6,1,2015-12-07,0
60,18663,0,5,0,3,6,2015-12-07,2
60,18662,5,0,3,0,7,2015-12-06,3
60,18661,1,1,8,6,9,2015-12-06,0
60,18660,9,5,3,0,6,2015-12-06,2
60,18659,4,0,6,4,8,2015-12-05,0
60,18658,6,4,4,7,1,2015-12-05,1
60,18657,5,0,0,1,3,2015-12-05,2
60,18656,6,6,5,8,8,2015-12-04,1
60,18655,6,2,9,5,4,2015-12-04,2
60,18654,5,6,1,4,6,2015-12-04,1
60,18653,9,5,9,5,4,2015-12-03,2
60,18652,9,2,2,2,6,2015-12-03,3
60,18651,8,8,8,5,2,2015-12-03,2
60,18650,3,1,1,5,7,2015-12-02,3
60,18649,3,6,5,3,6,2015-12-02,3
60,18648,0,5,9,4,9,2015-12-02,1
60,18647,5,6,5,9,2,2015-12-01,3
60,18646,0,1,0,4,0,2015-12-01,0
60,18645,5,3,1,9,3,2015-12-01,3
60,18644,8,8,2,7,6,2015-11-30,2
60,18643,2,9,2,7,5,2015-11-30,4
60,18642,3,7,1,8,0,2015-11-30,2
60,18641,3,6,0,8,9,2015-11-29,1
60,18640,3,9,3,1,5,2015-11-29,3
60,18639,3,5,2,1,0,2015-11-29,3
60,18638,3,4,1,7,2,2015-11-28,3
60,18637,8,8,6,4,6,2015-11-28,0
60,18636,9,5,1,4,1,2015-11-28,1
60,18635,5,8,7,5,1,2015-11-27,3
60,18634,5,9,4,8,8,2015-11-27,1
60,18633,8,7,3,1,5,2015-11-27,3
60,18632,3,2,2,9,5,2015-11-26,4
60,18631,2,9,1,6,9,2015-11-26,1
60,18630,6,7,7,1,9,2015-11-26,2
60,18629,7,7,3,6,3,2015-11-25,4
60,18628,9,2,4,8,5,2015-11-25,2
60,18627,9,2,4,6,8,2015-11-25,1
60,18626,4,1,9,7,6,2015-11-24,1
60,18625,8,3,3,3,0,2015-11-24,3
60,18624,7,3,4,4,4,2015-11-24,2
60,18623,0,1,8,1,0,2015-11-23,0
60,18622,3,8,5,5,0,2015-11-23,3
60,18621,2,9,2,3,5,2015-11-23,4
60,18620,2,0,9,1,7,2015-11-22,2
60,18619,9,0,4,0,9,2015-11-22,0
60,18618,6,1,4,5,5,2015-11-22,2
60,18617,1,6,2,5,3,2015-11-21,3
60,18616,6,5,2,9,0,2015-11-21,2
60,18615,9,7,3,9,6,2015-11-21,2
60,18614,8,9,9,7,0,2015-11-20,1
60,18613,3,5,3,2,9,2015-11-20,4
60,18612,5,6,9,3,5,2015-11-20,3
60,18611,6,4,3,7,7,2015-11-19,3
60,18610,7,1,8,0,3,2015-11-19,2
60,18609,2,7,9,0,0,2015-11-19,2
60,18608,6,1,3,0,6,2015-11-18,1
60,18607,3,2,0,0,3,2015-11-18,3
60,18606,2,0,9,9,4,2015-11-18,1
60,18605,1,0,3,7,6,2015-11-17,2
60,18604,5,0,1,8,8,2015-11-17,1
60,18603,6,6,9,4,6,2015-11-17,0
60,18602,6,9,1,9,3,2015-11-16,1
60,18601,4,0,1,4,6,2015-11-16,0
60,18600,5,2,7,3,7,2015-11-16,5
60,18599,6,7,6,7,9,2015-11-15,2
60,18598,3,3,1,5,3,2015-11-15,4
60,18597,8,4,6,3,3,2015-11-15,2
60,18596,5,5,2,5,2,2015-11-14,5
60,18595,1,6,0,8,5,2015-11-14,1
60,18594,9,8,1,8,7,2015-11-14,1
60,18593,1,3,0,0,9,2015-11-13,1
60,18592,0,2,8,1,6,2015-11-13,1
60,18591,0,8,7,7,8,2015-11-13,2
60,18590,9,5,7,7,7,2015-11-12,4
60,18589,7,8,4,8,0,2015-11-12,1
60,18588,7,3,4,4,3,2015-11-12,3
60,18587,6,9,2,0,7,2015-11-11,2
60,18586,6,2,9,5,3,2015-11-11,3
60,18585,3,3,8,3,7,2015-11-11,4
60,18584,6,8,3,2,3,2015-11-10,3
60,18583,9,8,1,2,0,2015-11-10,1
60,18582,2,4,1,7,3,2015-11-10,3
60,18581,1,0,8,2,1,2015-11-09,1
60,18580,9,2,7,0,9,2015-11-09,2
60,18579,9,2,0,0,7,2015-11-09,2
60,18578,4,3,1,1,1,2015-11-08,1
60,18577,8,9,5,0,5,2015-11-08,2
60,18576,0,1,8,2,8,2015-11-08,1
60,18575,3,8,1,4,8,2015-11-07,1
60,18574,3,6,6,1,7,2015-11-07,2
60,18573,7,0,8,0,5,2015-11-07,2
60,18572,0,8,8,4,9,2015-11-06,0
60,18571,9,5,7,8,6,2015-11-06,2
60,18570,0,0,1,6,0,2015-11-06,0
60,18569,7,8,4,1,7,2015-11-05,2
60,18568,2,2,4,7,8,2015-11-05,3
60,18567,7,1,1,2,3,2015-11-05,3
60,18566,9,4,2,4,8,2015-11-04,1
60,18565,0,0,0,6,7,2015-11-04,1
60,18564,8,5,1,4,9,2015-11-04,1
60,18563,4,0,4,6,0,2015-11-03,0
60,18562,7,4,4,9,0,2015-11-03,1
60,18561,4,0,4,5,6,2015-11-03,1
60,18560,3,8,9,5,8,2015-11-02,2
60,18559,3,5,2,4,9,2015-11-02,3
60,18558,8,9,6,0,7,2015-11-02,1
60,18557,7,1,4,6,1,2015-11-01,1
60,18556,0,5,7,2,0,2015-11-01,3
60,18555,6,7,1,0,3,2015-11-01,2
60,18554,9,5,9,7,6,2015-10-31,2
60,18553,1,8,8,2,2,2015-10-31,2
60,18552,0,1,6,3,0,2015-10-31,1
60,18551,2,6,4,4,3,2015-10-30,2
60,18550,9,4,7,7,5,2015-10-30,3
60,18549,8,7,0,0,4,2015-10-30,1
60,18548,9,7,2,7,6,2015-10-29,3
60,18547,0,5,3,1,1,2015-10-29,2
60,18546,3,6,1,6,4,2015-10-29,1
60,18545,7,2,8,1,0,2015-10-28,2
60,18544,3,2,8,2,5,2015-10-28,4
60,18543,3,3,6,0,0,2015-10-28,2
60,18542,1,4,3,8,5,2015-10-27,2
60,18541,3,3,0,5,5,2015-10-27,4
60,18540,9,6,8,1,6,2015-10-27,0
60,18539,2,4,6,8,5,2015-10-26,2
60,18538,4,9,5,4,7,2015-10-26,2
60,18537,7,8,0,5,1,2015-10-26,2
60,18536,6,2,7,5,2,2015-10-25,4
60,18535,0,2,4,9,6,2015-10-25,1
60,18534,5,5,9,9,7,2015-10-25,3
60,18533,9,5,6,4,0,2015-10-24,1
60,18532,4,3,1,8,4,2015-10-24,1
60,18531,9,3,6,4,7,2015-10-24,2
60,18530,7,9,0,0,3,2015-10-23,2
60,18529,2,8,5,1,6,2015-10-23,2
60,18528,3,0,5,3,1,2015-10-23,3
60,18527,2,9,8,1,9,2015-10-22,1
60,18526,6,1,7,5,6,2015-10-22,2
60,18525,4,6,1,9,6,2015-10-22,0
60,18524,2,3,6,3,9,2015-10-21,3
60,18523,4,3,2,4,8,2015-10-21,2
60,18522,8,9,0,2,9,2015-10-21,1
60,18521,5,2,6,5,5,2015-10-20,4
60,18520,5,0,3,1,4,2015-10-20,2
60,18519,9,2,5,3,8,2015-10-20,3
60,18518,1,3,3,8,0,2015-10-19,2
60,18517,5,0,3,9,6,2015-10-19,2
60,18516,3,9,7,4,0,2015-10-19,2
60,18515,7,8,3,0,0,2015-10-18,2
60,18514,4,9,9,6,4,2015-10-18,0
60,18513,6,7,3,7,2,2015-10-18,4
60,18512,0,3,9,1,7,2015-10-17,2
60,18511,9,5,4,0,2,2015-10-17,2
60,18510,5,7,4,4,8,2015-10-17,2
60,18509,2,6,6,6,6,2015-10-16,1
60,18508,4,7,6,0,2,2015-10-16,2
60,18507,5,3,0,2,0,2015-10-16,3
60,18506,1,5,4,9,1,2015-10-15,1
60,18505,1,2,2,2,2,2015-10-15,4
60,18504,6,9,4,9,9,2015-10-15,0
60,18503,7,5,9,0,5,2015-10-14,3
60,18502,4,9,5,4,5,2015-10-14,2
60,18501,7,4,3,9,0,2015-10-14,2
60,18500,8,2,1,0,2,2015-10-13,2
60,18499,8,9,4,8,3,2015-10-13,1
60,18498,2,8,3,3,5,2015-10-13,4
60,18497,5,8,8,0,8,2015-10-12,1
60,18496,5,6,3,4,6,2015-10-12,2
60,18495,7,7,3,1,0,2015-10-12,3
60,18494,1,9,7,0,8,2015-10-11,1
60,18493,8,3,7,4,9,2015-10-11,2
60,18492,4,4,5,2,1,2015-10-11,2
60,18491,4,3,0,0,0,2015-10-10,1
60,18490,2,2,6,3,6,2015-10-10,3
60,18489,0,0,5,8,7,2015-10-10,2
60,18488,1,1,1,9,6,2015-10-09,0
60,18487,1,3,4,7,8,2015-10-09,2
60,18486,8,3,9,9,5,2015-10-09,2
60,18485,5,3,6,7,5,2015-10-08,4
60,18484,2,4,4,9,8,2015-10-08,1
60,18483,9,1,4,5,7,2015-10-08,2
60,18482,1,1,7,5,2,2015-10-07,3
60,18481,8,7,3,5,9,2015-10-07,3
60,18480,2,0,5,4,5,2015-10-07,3
60,18479,7,3,1,7,9,2015-10-06,3
60,18478,2,2,8,8,8,2015-10-06,2
60,18477,6,8,9,0,6,2015-10-06,0
60,18476,5,2,9,8,2,2015-10-05,3
60,18475,0,5,8,2,1,2015-10-05,2
60,18474,9,7,7,2,1,2015-10-05,3
60,18473,3,4,1,8,8,2015-10-04,1
60,18472,2,6,9,5,7,2015-10-04,3
60,18471,6,7,2,0,0,2015-10-04,2
60,18470,4,6,8,1,5,2015-10-03,1
60,18469,8,1,9,9,5,2015-10-03,1
60,18468,9,1,0,7,8,2015-10-03,1
60,18467,6,2,5,9,7,2015-10-02,3
60,18466,2,2,4,8,8,2015-10-02,2
60,18465,3,8,4,5,2,2015-10-02,3
60,18464,4,9,0,5,4,2015-10-01,1
60,18463,1,1,0,2,9,2015-10-01,1
60,18462,3,2,6,9,8,2015-10-01,2
60,18461,8,5,4,1,7,2015-09-30,2
60,18460,4,7,9,7,2,2015-09-30,3
60,18459,7,3,9,3,5,2015-09-30,4
60,18458,0,2,4,3,5,2015-09-29,3
60,18457,0,0,9,7,3,2015-09-29,2
60,18456,5,2,6,2,1,2015-09-29,3
60,18455,7,3,6,3,2,2015-09-28,4
60,18454,8,3,6,7,0,2015-09-28,2
60,18453,2,2,3,2,9,2015-09-28,4
