CONCURSO,ID,F1,F2,F3,F4,F5,F6,F7,FECHA
330,2203892,7,9,16,19,30,37,14,2013-07-27
329,39797,1,2,10,14,19,32,8,2013-07-23
328,3228147,20,22,25,29,31,32,8,2013-07-20
327,1099146,3,7,14,17,24,25,37,2013-07-16
326,1950861,6,7,22,25,27,31,38,2013-07-13
325,1815111,5,11,20,25,26,29,14,2013-07-09
324,2720098,10,13,24,26,27,31,1,2013-07-06
323,282485,1,7,12,24,27,29,25,2013-07-02
322,161496,1,4,13,21,29,36,30,2013-06-29
321,2596957,9,13,18,29,35,39,34,2013-06-25
320,1355995,4,5,19,25,36,39,9,2013-06-22
319,299486,1,7,25,31,32,37,24,2013-06-18
318,932757,2,23,27,28,29,30,18,2013-06-15
317,1432523,4,7,19,22,30,36,33,2013-06-11
316,3204820,18,24,27,32,35,39,38,2013-06-08
315,3022681,13,21,25,29,32,37,3,2013-06-04
314,431694,1,13,20,23,31,35,10,2013-06-01
313,2111429,6,15,25,29,37,39,13,2013-05-28
312,452148,1,15,18,19,21,27,36,2013-05-25
311,1835345,5,12,24,27,28,35,26,2013-05-21
310,2214641,7,10,11,14,16,32,13,2013-05-18
309,1002573,3,5,8,14,17,33,18,2013-05-14
308,2050302,6,11,18,24,31,34,33,2013-05-11
307,1424609,4,7,14,21,34,37,26,2013-05-07
306,813952,2,10,19,26,37,39,4,2013-05-04
305,823531,2,11,13,20,24,35,10,2013-04-30
304,385173,1,11,12,21,23,36,14,2013-04-27
303,1252841,3,14,16,35,37,39,30,2013-04-23
302,579321,2,4,8,14,23,38,11,2013-04-20
301,1816467,5,11,22,23,31,35,7,2013-04-16
300,1286805,3,17,24,26,30,34,20,2013-04-13
299,3166590,17,18,25,31,34,35,16,2013-04-09
298,1866247,5,15,16,30,31,38,20,2013-04-06
297,931006,2,22,27,29,31,37,13,2013-04-02
296,64597,1,2,24,31,32,33,20,2013-03-30
295,2837052,11,15,18,26,28,38,6,2013-03-26
294,3010759,13,18,25,27,28,30,12,2013-03-23
293,542436,2,3,12,21,29,39,23,2013-03-19
292,2456826,8,13,21,23,24,28,12,2013-03-16
291,2730315,10,14,20,27,28,32,22,2013-03-12
290,884221,2,14,28,29,30,37,7,2013-03-09
289,454116,1,15,19,24,32,38,28,2013-03-05
288,2002845,6,9,16,21,31,34,3,2013-03-02
287,167748,1,4,16,22,32,33,7,2013-02-26
286,1918295,6,7,8,10,16,27,29,2013-02-23
285,724204,2,7,15,17,25,37,29,2013-02-19
284,4310,1,2,3,13,18,19,15,2013-02-16
283,123821,1,3,25,29,35,37,7,2013-02-12
282,2484482,8,16,17,21,26,37,23,2013-02-09
281,3037249,14,15,19,21,24,35,31,2013-02-05
280,671519,2,6,9,17,30,36,25,2013-02-02
279,1268818,3,15,21,25,26,32,22,2013-01-29
278,2865500,11,18,33,34,35,36,2,2013-01-26
277,2422525,8,11,19,22,34,37,25,2013-01-22
276,1575406,4,14,15,26,33,39,6,2013-01-19
275,1288313,3,17,30,31,37,38,35,2013-01-15
274,2770912,10,19,25,28,32,39,3,2013-01-12
273,1791126,5,10,17,24,27,37,19,2013-01-08
272,218522,1,5,19,26,31,34,13,2013-01-05
271,1681830,5,7,8,12,23,36,14,2013-01-01
270,1825010,5,12,15,18,32,37,25,2012-12-29
269,1454831,4,8,14,15,29,37,2,2012-12-25
268,41677,1,2,10,23,28,37,19,2012-12-22
267,2211585,7,9,23,24,28,29,33,2012-12-18
266,1386795,4,6,13,25,33,36,16,2012-12-15
265,1663081,5,6,13,14,29,32,2,2012-12-11
264,2291698,7,14,15,20,35,37,12,2012-12-08
263,2012419,6,9,30,35,38,39,8,2012-12-04
262,1357068,4,5,20,27,30,32,14,2012-12-01
261,3159450,16,25,29,34,36,38,31,2012-11-27
260,1674625,5,6,19,21,25,33,10,2012-11-24
259,717930,2,7,12,20,34,35,11,2012-11-20
258,2560084,9,11,16,17,26,28,38,2012-11-17
257,1127995,3,8,13,16,19,25,31,2012-11-13
256,997737,3,5,7,13,15,37,2,2012-11-10
255,2491218,8,16,24,30,32,34,38,2012-11-06
254,593161,2,4,12,14,19,33,6,2012-11-03
253,1482734,4,9,14,17,31,34,25,2012-10-30
252,1295086,3,19,20,25,37,39,6,2012-10-27
251,463404,1,16,19,32,35,36,14,2012-10-23
250,1393234,4,6,16,32,36,39,14,2012-10-20
249,2043668,6,11,14,24,37,38,4,2012-10-16
248,1322658,4,5,7,14,15,26,36,2012-10-13
247,1495225,4,9,24,25,36,39,17,2012-10-09
246,2723773,10,14,15,31,33,36,29,2012-10-06
245,1617822,4,18,25,26,36,37,15,2012-10-02
244,863308,2,13,17,18,24,38,37,2012-09-29
243,2441187,8,12,20,24,25,36,3,2012-09-25
242,1240626,3,13,17,20,22,34,25,2012-09-22
241,909585,2,17,23,30,33,38,18,2012-09-18
240,2763968,10,18,21,27,35,39,8,2012-09-15
239,554750,2,3,18,30,31,39,32,2012-09-11
238,1993681,6,9,12,19,20,32,11,2012-09-08
237,1654815,5,6,10,16,29,38,30,2012-09-04
236,2630526,9,16,20,22,24,27,28,2012-09-01
235,2114243,6,16,18,19,30,37,38,2012-08-28
234,508113,2,3,4,25,34,39,8,2012-08-25
233,3184473,17,24,27,32,36,38,15,2012-08-21
232,2169750,7,8,13,16,29,35,9,2012-08-18
231,155786,1,4,11,20,26,37,38,2012-08-14
230,1590364,4,15,18,23,29,34,25,2012-08-11
229,2979383,13,15,16,17,24,33,31,2012-08-07
228,249914,1,6,14,15,33,36,22,2012-08-04
227,3151974,16,21,25,29,34,36,10,2012-07-31
226,2222325,7,10,13,25,30,38,22,2012-07-28
225,28957,1,2,7,20,21,33,6,2012-07-24
224,1477655,4,9,12,17,18,37,20,2012-07-21
223,305182,1,8,10,12,20,37,39,2012-07-17
222,2483956,8,16,17,18,25,38,4,2012-07-14
221,2171331,7,8,13,27,33,35,4,2012-07-10
220,1171490,3,9,26,29,38,39,14,2012-07-07
219,1591836,4,15,19,27,28,36,7,2012-07-03
218,1090512,3,7,11,14,21,24,2,2012-06-30
217,2085271,6,13,20,29,35,37,5,2012-06-26
216,983349,3,4,18,21,29,35,37,2012-06-23
215,2004264,6,9,17,20,37,39,1,2012-06-19
214,1049635,3,6,9,24,38,39,36,2012-06-16
213,2999175,13,17,18,21,26,34,27,2012-06-12
212,1939101,6,7,14,16,21,35,36,2012-06-09
211,2269431,7,12,18,27,28,29,4,2012-06-05
210,2476533,8,15,18,19,20,30,2,2012-06-02
209,1206679,3,11,16,20,29,36,8,2012-05-29
208,2957640,12,21,28,31,33,35,39,2012-05-26
207,2341757,7,20,22,23,24,38,29,2012-05-22
206,3254190,23,29,30,32,34,37,22,2012-05-19
205,2371293,8,9,15,16,22,29,3,2012-05-15
204,661580,2,6,7,12,30,37,4,2012-05-12
203,1955701,6,8,9,15,34,35,25,2012-05-08
202,1710913,5,7,19,23,32,35,1,2012-05-05
201,2303354,7,15,16,17,20,32,26,2012-05-01
200,2654618,9,20,22,27,37,38,30,2012-04-28
199,1259322,3,14,23,24,25,26,35,2012-04-24
198,1649044,5,6,9,10,15,35,32,2012-04-21
197,1294044,3,18,28,30,32,36,33,2012-04-17
196,2163822,7,8,11,15,19,30,33,2012-04-14
195,3110197,15,19,23,24,29,33,3,2012-04-10
194,1724509,5,8,11,13,18,25,4,2012-04-07
193,2846138,11,16,18,30,32,33,14,2012-04-03
192,817441,2,10,24,27,28,36,39,2012-03-31
191,466127,1,16,23,26,28,34,12,2012-03-27
190,1836526,5,12,28,29,34,36,39,2012-03-24
189,1654559,5,6,10,15,29,35,9,2012-03-20
188,2694153,10,12,14,31,34,35,11,2012-03-17
187,1110128,3,7,21,27,29,37,15,2012-03-13
186,298029,1,7,22,29,30,38,8,2012-03-10
185,2388301,8,10,12,17,19,33,16,2012-03-06
184,1146404,3,9,10,15,22,29,31,2012-03-03
183,802694,2,10,13,18,24,34,19,2012-02-28
182,2605822,9,14,16,20,27,33,38,2012-02-25
181,1407602,4,7,9,12,21,37,39,2012-02-21
180,153202,1,4,10,26,27,34,15,2012-02-18
179,1603482,4,16,23,24,28,37,1,2012-02-14
178,2078647,6,13,15,36,37,39,26,2012-02-11
177,874692,2,14,16,19,32,38,1,2012-02-07
176,1031241,3,5,19,24,31,33,39,2012-02-04
175,470611,1,17,19,29,31,35,4,2012-01-31
174,390079,1,11,14,21,24,27,17,2012-01-28
173,775768,2,9,12,16,17,26,36,2012-01-24
172,17944,1,2,5,17,20,25,22,2012-01-21
171,1139196,3,8,19,21,28,31,25,2012-01-17
170,1398292,4,6,21,22,25,35,27,2012-01-14
169,507947,2,3,4,24,26,32,7,2012-01-10
168,786022,2,9,16,24,37,39,11,2012-01-07
167,1278208,3,16,22,23,31,33,28,2012-01-03
166,979163,3,4,15,25,29,38,19,2011-12-31
165,1613442,4,18,19,21,34,38,27,2011-12-27
164,61687,1,2,20,24,32,33,28,2011-12-24
163,2040915,6,11,13,21,25,36,19,2011-12-20
162,2837602,11,15,19,21,24,28,34,2011-12-17
161,1284148,3,17,20,24,33,36,6,2011-12-13
160,1301809,3,20,24,33,35,36,10,2011-12-10
159,246732,1,6,12,26,30,37,19,2011-12-06
158,366467,1,10,13,17,18,19,35,2011-12-03
157,3178557,17,21,26,28,36,37,31,2011-11-29
156,1678109,5,6,23,25,26,27,35,2011-11-26
155,1604792,4,16,25,33,37,39,30,2011-11-22
154,129597,1,4,5,18,35,38,36,2011-11-19
153,2643609,9,18,19,32,34,39,13,2011-11-15
152,2695714,10,12,15,24,26,39,34,2011-11-12
151,1694201,5,7,11,17,23,32,36,2011-11-08
150,1621317,4,19,22,27,30,33,28,2011-11-05
149,708947,2,7,9,30,32,33,13,2011-11-01
148,2451180,8,13,16,24,27,33,9,2011-10-29
147,2434166,8,12,15,21,36,38,35,2011-10-25
146,1786495,5,10,15,16,27,33,3,2011-10-22
145,872396,2,14,15,17,22,28,21,2011-10-18
144,1550565,4,12,17,21,30,38,25,2011-10-15
143,1960624,6,8,10,22,26,28,30,2011-10-11
142,952877,3,4,7,18,31,35,22,2011-10-08
141,3133206,16,17,23,26,31,37,12,2011-10-04
140,3142888,16,19,21,27,36,38,14,2011-10-01
139,705782,2,7,9,11,38,39,27,2011-09-27
138,236855,1,6,9,26,28,34,17,2011-09-24
137,786924,2,9,17,20,23,34,39,2011-09-20
136,293819,1,7,18,22,26,35,34,2011-09-17
135,262266,1,6,23,24,28,29,12,2011-09-13
134,2484016,8,16,17,18,31,35,32,2011-09-10
133,2482957,8,15,26,28,37,39,4,2011-09-06
132,433163,1,13,22,23,28,35,18,2011-09-03
131,822962,2,11,13,17,24,37,18,2011-08-30
130,325361,1,8,18,22,36,37,34,2011-08-27
129,878142,2,14,18,23,32,38,5,2011-08-23
128,2238830,7,11,12,16,38,39,19,2011-08-20
127,2575532,9,12,15,16,20,21,13,2011-08-16
126,457878,1,15,24,28,31,37,29,2011-08-13
125,3042470,14,15,27,32,33,35,3,2011-08-09
124,211049,1,5,15,16,17,30,3,2011-08-06
123,821848,2,11,12,29,30,34,18,2011-08-02
122,774452,2,9,11,25,30,33,6,2011-07-30
121,2609217,9,14,18,24,28,33,22,2011-07-26
120,3159513,16,25,30,32,38,39,33,2011-07-23
119,1554073,4,12,20,22,25,26,24,2011-07-19
118,1253792,3,14,17,23,31,33,15,2011-07-16
117,1825267,5,12,15,20,23,32,24,2011-07-12
116,1117692,3,8,10,11,19,28,31,2011-07-09
115,2836482,11,15,18,21,25,34,1,2011-07-05
114,2117412,6,16,20,30,31,33,2,2011-07-02
113,665278,2,6,8,10,24,38,16,2011-06-28
112,1920650,6,7,8,17,32,36,4,2011-06-25
111,894645,2,15,27,28,31,37,18,2011-06-21
110,2624335,9,15,23,28,32,36,19,2011-06-18
109,701704,2,7,8,11,33,36,18,2011-06-14
108,2529232,9,10,11,25,32,38,30,2011-06-11
107,2903024,12,14,16,17,28,30,24,2011-06-07
106,621953,2,5,7,17,23,29,22,2011-06-04
105,3047541,14,16,20,24,37,38,35,2011-05-31
104,2629968,9,16,19,25,32,38,8,2011-05-28
103,509026,2,3,5,7,8,19,39,2011-05-24
102,277351,1,7,11,13,22,35,32,2011-05-21
101,947668,3,4,6,17,27,34,7,2011-05-17
100,2743897,10,15,25,28,30,39,33,2011-05-14
99,1070016,3,6,17,29,30,31,28,2011-05-10
98,1690531,5,7,10,15,30,38,34,2011-05-07
97,1668725,5,6,15,20,28,31,24,2011-05-03
96,2045331,6,11,15,21,37,38,26,2011-04-30
95,1553495,4,12,19,25,31,38,24,2011-04-26
94,2976001,13,14,21,28,30,38,32,2011-04-23
93,3092222,15,16,23,26,29,34,13,2011-04-19
92,1049446,3,6,9,23,26,33,19,2011-04-16
91,3091031,15,16,21,26,37,39,9,2011-04-12
90,1238817,3,13,16,18,29,35,38,2011-04-09
89,1318923,4,5,6,18,31,33,36,2011-04-05
88,1402002,4,6,31,32,33,34,1,2011-04-02
87,1167283,3,9,19,28,31,35,8,2011-03-29
86,3196709,18,20,33,35,36,39,31,2011-03-26
85,1802397,5,11,13,15,27,37,21,2011-03-22
84,1904916,5,20,25,28,35,36,21,2011-03-19
83,197246,1,5,10,13,26,28,33,2011-03-15
82,2379577,8,9,20,25,33,35,31,2011-03-12
81,1425788,4,7,15,17,23,26,24,2011-03-08
80,2743894,10,15,25,28,30,36,34,2011-03-05
79,2697914,10,12,16,30,33,34,11,2011-03-01
78,693890,2,6,18,23,27,37,24,2011-02-26
77,3091721,15,16,22,27,28,37,12,2011-02-22
76,730978,2,7,19,23,26,37,4,2011-02-19
75,1503545,4,10,13,15,20,21,25,2011-02-15
74,2495163,8,17,19,37,38,39,1,2011-02-12
73,2899640,12,13,25,28,32,33,38,2011-02-08
72,557083,2,3,21,22,32,36,4,2011-02-05
71,2738910,10,15,18,28,30,36,27,2011-02-01
70,2111253,6,15,25,26,34,38,14,2011-01-29
69,2935897,12,17,20,24,29,33,1,2011-01-25
68,2919788,12,15,20,25,26,36,29,2011-01-22
67,439143,1,14,16,22,23,25,7,2011-01-18
66,2050482,6,11,18,26,32,38,1,2011-01-15
65,1051718,3,6,10,15,37,38,19,2011-01-11
64,2125325,6,17,21,26,29,34,39,2011-01-08
63,1750163,5,9,10,19,21,33,36,2011-01-04
62,2337119,7,19,21,22,27,37,32,2011-01-01
61,762324,2,8,19,22,26,38,36,2010-12-28
60,1701122,5,7,13,27,29,33,20,2010-12-25
59,811152,2,10,17,23,28,37,3,2010-12-21
58,2254312,7,11,21,22,25,31,6,2010-12-18
57,1902046,5,19,30,32,35,37,8,2010-12-14
56,2016881,6,10,12,16,25,32,5,2010-12-11
55,132337,1,4,6,10,11,18,35,2010-12-07
54,2564831,9,11,19,21,27,29,1,2010-12-04
53,3019559,13,20,25,28,30,35,15,2010-11-30
52,73402,1,3,5,7,18,37,35,2010-11-27
51,1096581,3,7,13,16,21,39,22,2010-11-23
50,1840509,5,13,15,22,23,35,34,2010-11-20
49,911501,2,17,35,36,37,38,10,2010-11-16
48,3113683,15,20,22,26,29,34,6,2010-11-13
47,1455326,4,8,14,17,30,39,18,2010-11-09
46,3215788,19,22,23,31,34,38,35,2010-11-06
45,2996424,13,16,23,24,29,39,28,2010-11-02
44,3150585,16,21,22,29,32,37,23,2010-10-30
43,2116160,6,16,19,25,30,38,22,2010-10-26
42,485958,1,19,28,29,31,37,26,2010-10-23
41,2220453,7,10,13,15,17,21,11,2010-10-19
40,1887193,5,17,20,26,31,37,23,2010-10-16
39,2477314,8,15,18,24,26,33,29,2010-10-12
38,1204411,3,11,15,18,20,26,7,2010-10-09
37,974732,3,4,13,24,28,32,7,2010-10-05
36,2481406,8,15,22,32,33,37,19,2010-10-02
35,2636363,9,17,18,28,37,39,2,2010-09-28
34,740111,2,8,9,25,29,36,3,2010-09-25
33,1993219,6,9,12,16,35,36,38,2010-09-21
32,3115947,15,20,28,29,37,38,1,2010-09-18
31,2846295,11,16,19,20,23,34,2,2010-09-14
30,1526385,4,11,14,15,23,35,6,2010-09-11
29,569437,2,4,6,13,17,20,15,2010-09-07
28,166447,1,4,15,27,33,37,3,2010-09-04
27,1333300,4,5,9,24,29,37,17,2010-08-31
26,415510,1,12,19,21,30,34,20,2010-08-28
25,2857837,11,17,24,26,28,33,38,2010-08-24
24,2441668,8,12,20,31,34,37,9,2010-08-21
23,1281437,3,17,18,20,24,38,22,2010-08-17
22,64009,1,2,23,28,29,33,4,2010-08-14
21,327536,1,8,20,23,28,35,16,2010-08-10
20,293096,1,7,17,29,31,32,19,2010-08-07
19,2843378,11,15,35,37,38,39,24,2010-08-03
18,3054835,14,17,20,24,32,37,35,2010-07-31
17,2942501,12,18,21,22,32,37,19,2010-07-27
16,627806,2,5,8,26,32,34,31,2010-07-24
15,817214,2,10,23,32,33,39,7,2010-07-20
14,2661668,9,22,26,27,28,37,35,2010-07-17
13,10523,1,2,4,12,17,33,8,2010-07-13
12,2143268,6,20,30,33,34,36,35,2010-07-10
11,682526,2,6,12,25,28,31,18,2010-07-06
10,2453279,8,13,18,19,21,34,14,2010-07-03
9,2558942,9,11,15,20,31,36,23,2010-06-29
8,13779,1,2,5,6,10,11,15,2010-06-26
7,1883285,5,16,26,31,34,35,2,2010-06-22
6,774088,2,9,11,22,26,27,20,2010-06-19
5,88062,1,3,7,21,24,32,13,2010-06-15
4,983249,3,4,18,21,22,26,13,2010-06-12
3,3092330,15,16,23,27,35,37,26,2010-06-08
2,1647619,5,6,8,19,21,33,13,2010-06-05
1,2075714,6,13,14,21,25,35,37,2010-06-01
